%time,field.header.seq,field.header.stamp,field.header.frame_id,field.armed,field.failsafe,field.rc_override,field.offboard,field.control_mode,field.error_code,field.num_errors,field.loop_time_us
1564692320396208828,381,1564692320395487313,,0,0,1,0,2,4,28808,93
1564692320496329590,382,1564692320495478989,,0,0,1,0,2,4,28812,31
1564692320596529771,383,1564692320595502416,,0,0,1,0,2,4,28816,125
1564692320696547531,384,1564692320695379924,,0,0,1,0,2,4,28820,32
1564692320799058426,385,1564692320797391391,,0,0,1,0,2,4,28826,31
1564692320898468507,386,1564692320897366359,,0,0,1,0,2,4,28828,31
1564692320998257679,387,1564692320997373161,,0,0,1,0,2,4,28832,31
1564692321098643613,388,1564692321097241376,,0,0,1,0,2,4,28836,31
1564692321198464786,389,1564692321197497475,,0,0,1,0,2,4,28840,31
1564692321300578340,390,1564692321299406274,,0,0,1,0,2,4,28844,93
1564692321400899148,391,1564692321399382783,,0,0,1,0,2,4,28848,31
1564692321500127517,392,1564692321499496587,,0,0,1,0,2,4,28852,282
1564692321601215799,393,1564692321599476388,,0,0,1,0,2,4,28856,125
1564692321700397792,394,1564692321699242102,,0,0,1,0,2,4,28860,281
1564692321800341093,395,1564692321799252029,,0,0,1,0,2,4,28866,31
1564692321901711547,396,1564692321901390749,,0,0,1,0,2,4,28870,32
1564692322002697744,397,1564692322001515803,,0,0,1,0,2,4,28874,31
1564692322102554793,398,1564692322101402144,,0,0,1,0,2,4,28878,125
1564692322202806391,399,1564692322201427529,,0,0,1,0,2,4,28882,93
1564692322304066844,400,1564692322301462415,,0,0,1,0,2,4,28886,31
1564692322404336859,401,1564692322403392923,,0,0,1,0,2,4,28890,32
1564692322504575832,402,1564692322503390724,,0,0,1,0,2,4,28894,31
1564692322604719803,403,1564692322603561946,,0,0,1,0,2,4,28898,31
1564692322704587144,404,1564692322703407328,,0,0,1,0,2,4,28902,125
1564692322806437817,405,1564692322805295168,,0,0,1,0,2,4,28908,31
1564692322905641644,406,1564692322905131591,,0,0,1,0,2,4,28912,188
1564692323006661466,407,1564692323005428607,,0,0,1,0,2,4,28916,31
1564692323106728311,408,1564692323105435242,,0,0,1,0,2,4,28920,125
1564692323207712007,409,1564692323207186122,,0,0,1,0,2,4,28924,125
1564692323307133755,410,1564692323305411012,,0,0,1,0,2,4,28928,31
1564692323407996783,411,1564692323407178391,,0,0,1,0,2,4,28930,31
1564692323508458844,412,1564692323507515491,,0,0,1,0,2,4,28934,94
1564692323609709963,413,1564692323609170535,,0,0,1,0,2,4,28938,31
1564692323708333903,414,1564692323707448468,,0,0,1,0,2,4,28942,31
1564692323808899299,415,1564692323807423478,,0,0,1,0,2,4,28948,125
1564692323908562136,416,1564692323907334486,,0,0,1,0,2,4,28952,94
1564692324011673126,417,1564692324011051905,,0,0,1,0,2,4,28956,94
1564692324110718408,418,1564692324109529384,,0,0,1,0,2,4,28960,32
1564692324210881380,419,1564692324209466434,,0,0,1,0,2,4,28964,31
1564692324310888931,420,1564692324309474402,,0,0,1,0,2,4,28968,187
1564692324411888587,421,1564692324411250490,,0,0,1,0,2,4,28972,94
1564692324511760136,422,1564692324511199749,,0,0,1,0,2,4,28976,125
1564692324612518661,423,1564692324611450806,,0,0,1,0,2,4,28980,343
1564692324712587923,424,1564692324711441191,,0,0,1,0,2,4,28984,31
1564692324814009003,425,1564692324813201903,,0,0,1,0,2,4,28990,94
1564692324912411105,426,1564692324911459628,,0,0,1,0,2,4,28994,31
1564692325012804248,427,1564692325011311051,,0,0,1,0,2,4,28998,31
1564692325114709672,428,1564692325113485439,,0,0,1,0,2,4,29002,125
1564692325216384675,429,1564692325215224610,,0,0,1,0,2,4,29006,31
1564692325314818653,430,1564692325313474334,,0,0,1,0,2,4,29010,62
1564692325414893164,431,1564692325413493135,,0,0,1,0,2,4,29014,31
1564692325514692587,432,1564692325513521229,,0,0,1,0,2,4,29018,94
1564692325618342713,433,1564692325617207190,,0,0,1,0,2,4,29022,31
1564692325716649022,434,1564692325715478164,,0,0,1,0,2,4,29026,31
1564692325816413818,435,1564692325815449965,,0,0,1,0,2,4,29030,93
1564692325916859337,436,1564692325915434766,,0,0,1,0,2,4,29034,93
1564692326016771345,437,1564692326015512570,,0,0,1,0,2,4,29036,31
1564692326118104383,438,1564692326117200739,,0,0,1,0,2,4,29040,94
1564692326218829074,439,1564692326217637341,,0,0,1,0,2,4,29044,32
1564692326318955337,440,1564692326317636560,,0,0,1,0,2,4,29048,31
1564692326418964430,441,1564692326417474108,,0,0,1,0,2,4,29052,187
1564692326518589474,442,1564692326517468576,,0,0,1,0,2,4,29056,31
1564692326620128557,443,1564692326619229080,,0,0,1,0,2,4,29060,31
1564692326720628077,444,1564692326719502262,,0,0,1,0,2,4,29064,32
1564692326821477855,445,1564692326819667776,,0,0,1,0,2,4,29070,31
1564692326920759808,446,1564692326919489699,,0,0,1,0,2,4,29074,63
1564692327020374352,447,1564692327019350414,,0,0,1,0,2,4,29078,125
1564692327121262963,448,1564692327119534178,,0,0,1,0,2,4,29082,31
1564692327222959966,449,1564692327221674190,,0,0,1,0,2,4,29086,63
1564692327322088208,450,1564692327321509530,,0,0,1,0,2,4,29090,31
1564692327423602458,451,1564692327421542082,,0,0,1,0,2,4,29094,62
1564692327522758367,452,1564692327521461632,,0,0,1,0,2,4,29098,31
1564692327622574081,453,1564692327621381723,,0,0,1,0,2,4,29102,344
1564692327723748282,454,1564692327723292398,,0,0,1,0,2,4,29106,63
1564692327824553683,455,1564692327823524037,,0,0,1,0,2,4,29112,31
1564692327924572277,456,1564692327923532756,,0,0,1,0,2,4,29116,94
1564692328024761457,457,1564692328023509598,,0,0,1,0,2,4,29120,94
1564692328125093599,458,1564692328123419065,,0,0,1,0,2,4,29124,31
1564692328224956648,459,1564692328223519452,,0,0,1,0,2,4,29128,32
1564692328326622192,460,1564692328325539753,,0,0,1,0,2,4,29132,94
1564692328426651202,461,1564692328425525763,,0,0,1,0,2,4,29136,31
1564692328526774131,462,1564692328525511689,,0,0,1,0,2,4,29138,62
1564692328627158524,463,1564692328625598117,,0,0,1,0,2,4,29142,31
1564692328726454936,464,1564692328725523542,,0,0,1,0,2,4,29146,188
1564692328828928164,465,1564692328827533718,,0,0,1,0,2,4,29152,94
1564692328928087740,466,1564692328927649814,,0,0,1,0,2,4,29156,31
1564692329028424840,467,1564692329027525405,,0,0,1,0,2,4,29160,32
1564692329128863234,468,1564692329127551665,,0,0,1,0,2,4,29164,125
1564692329228704740,469,1564692329227537758,,0,0,1,0,2,4,29168,32
1564692329329771189,470,1564692329329414098,,0,0,1,0,2,4,29172,250
1564692329430684342,471,1564692329429543236,,0,0,1,0,2,4,29176,31
1564692329530447556,472,1564692329529663623,,0,0,1,0,2,4,29180,250
1564692329630827240,473,1564692329629550256,,0,0,1,0,2,4,29184,187
1564692329730859042,474,1564692329729427013,,0,0,1,0,2,4,29188,343
1564692329832245747,475,1564692329831304228,,0,0,1,0,2,4,29194,125
1564692329932415052,476,1564692329931549910,,0,0,1,0,2,4,29198,93
1564692330032527940,477,1564692330031556461,,0,0,1,0,2,4,29202,31
1564692330132910832,478,1564692330131859728,,0,0,1,0,2,4,29206,125
1564692330232573460,479,1564692330231541564,,0,0,1,0,2,4,29210,31
1564692330332661597,480,1564692330331445614,,0,0,1,0,2,4,29214,188
1564692330434683898,481,1564692330433675878,,0,0,1,0,2,4,29218,187
1564692330534663241,482,1564692330533585386,,0,0,1,0,2,4,29222,344
1564692330634621292,483,1564692330633559479,,0,0,1,0,2,4,29226,31
1564692330734697553,484,1564692330733462611,,0,0,1,0,2,4,29230,63
1564692330835034029,485,1564692330833569874,,0,0,1,0,2,4,29236,31
1564692330937155707,486,1564692330935591883,,0,0,1,0,2,4,29240,32
1564692331036219156,487,1564692331035577310,,0,0,1,0,2,4,29244,32
1564692331135896534,488,1564692331135562277,,0,0,1,0,2,4,29246,344
1564692331236918399,489,1564692331235557621,,0,0,1,0,2,4,29250,31
1564692331336599235,490,1564692331335579048,,0,0,1,0,2,4,29254,93
1564692331438332114,491,1564692331437323177,,0,0,1,0,2,4,29258,32
1564692331538734215,492,1564692331537586442,,0,0,1,0,2,4,29262,125
1564692331638785935,493,1564692331637599744,,0,0,1,0,2,4,29266,125
1564692331739624920,494,1564692331737702797,,0,0,1,0,2,4,29270,63
1564692331838858831,495,1564692331837566096,,0,0,1,0,2,4,29274,125
1564692331938774256,496,1564692331937456521,,0,0,1,0,2,4,29280,125
1564692332040703264,497,1564692332039801162,,0,0,1,0,2,4,29284,31
1564692332141819463,498,1564692332139628293,,0,0,1,0,2,4,29288,31
1564692332239966393,499,1564692332239609219,,0,0,1,0,2,4,29292,125
1564692332341557728,500,1564692332339671772,,0,0,1,0,2,4,29296,188
1564692332440539842,501,1564692332439591364,,0,0,1,0,2,4,29300,187
1564692332541781127,502,1564692332541373035,,0,0,1,0,2,4,29304,94
1564692332642536569,503,1564692332641790220,,0,0,1,0,2,4,29308,31
1564692332743004172,504,1564692332741732812,,0,0,1,0,2,4,29312,31
1564692332843287438,505,1564692332841585569,,0,0,1,0,2,4,29316,125
1564692332942066922,506,1564692332941610288,,0,0,1,0,2,4,29322,32
1564692333042660153,507,1564692333041629798,,0,0,1,0,2,4,29326,125
1564692333144670329,508,1564692333143609432,,0,0,1,0,2,4,29330,188
1564692333244815717,509,1564692333243652318,,0,0,1,0,2,4,29334,31
1564692333343943209,510,1564692333343625494,,0,0,1,0,2,4,29338,31
1564692333447403206,511,1564692333443530877,,0,0,1,0,2,4,29342,94
1564692333545092002,512,1564692333543621264,,0,0,1,0,2,4,29346,32
1564692333645948238,513,1564692333645627148,,0,0,1,0,2,4,29348,32
1564692333746268213,514,1564692333745520114,,0,0,1,0,2,4,29352,32
1564692333846331266,515,1564692333845763921,,0,0,1,0,2,4,29356,63
1564692333947005956,516,1564692333945619094,,0,0,1,0,2,4,29360,31
1564692334047024175,517,1564692334045653855,,0,0,1,0,2,4,29364,93
1564692334147770575,518,1564692334147381109,,0,0,1,0,2,4,29368,31
1564692334248730771,519,1564692334247713292,,0,0,1,0,2,4,29372,32
1564692334349217583,520,1564692334347646551,,0,0,1,0,2,4,29376,32
1564692334448762625,521,1564692334447497557,,0,0,1,0,2,4,29380,93
1564692334549684654,522,1564692334549281104,,0,0,1,0,2,4,29384,281
1564692334648851313,523,1564692334647636455,,0,0,1,0,2,4,29388,31
1564692334750483940,524,1564692334749765509,,0,0,1,0,2,4,29392,31
1564692334849996023,525,1564692334849658641,,0,0,1,0,2,4,29396,94
1564692334951779945,526,1564692334951392645,,0,0,1,0,2,4,29402,31
1564692335050883020,527,1564692335049521283,,0,0,1,0,2,4,29406,31
1564692335151311538,528,1564692335149679880,,0,0,1,0,2,4,29410,63
1564692335252725577,529,1564692335252034188,,0,0,1,0,2,4,29414,31
1564692335353832651,530,1564692335353323224,,0,0,1,0,2,4,29418,94
1564692335452795098,531,1564692335451674117,,0,0,1,0,2,4,29422,62
1564692335552706231,532,1564692335551490498,,0,0,1,0,2,4,29426,32
1564692335652923162,533,1564692335651540801,,0,0,1,0,2,4,29430,31
1564692335756385535,534,1564692335755329388,,0,0,1,0,2,4,29434,125
1564692335853965412,535,1564692335853670323,,0,0,1,0,2,4,29438,94
1564692335954348638,536,1564692335953711458,,0,0,1,0,2,4,29444,125
1564692336055019412,537,1564692336053828387,,0,0,1,0,2,4,29448,31
1564692336156677289,538,1564692336155423638,,0,0,1,0,2,4,29452,63
1564692336255237603,539,1564692336253759572,,0,0,1,0,2,4,29454,125
1564692336356669475,540,1564692336355792624,,0,0,1,0,2,4,29458,63
1564692336457585296,541,1564692336456638401,,0,0,1,0,2,4,29462,31
1564692336558234402,542,1564692336557321800,,0,0,1,0,2,4,29466,31
1564692336656554503,543,1564692336655660859,,0,0,1,0,2,4,29470,94
1564692336758480885,544,1564692336757682536,,0,0,1,0,2,4,29474,375
1564692336858910612,545,1564692336857710921,,0,0,1,0,2,4,29478,31
1564692336960599574,546,1564692336959575886,,0,0,1,0,2,4,29484,125
1564692337058071948,547,1564692337057588272,,0,0,1,0,2,4,29488,31
1564692337159272108,548,1564692337157707159,,0,0,1,0,2,4,29492,93
1564692337258659022,549,1564692337257685085,,0,0,1,0,2,4,29496,31
1564692337358720866,550,1564692337357697804,,0,0,1,0,2,4,29500,31
1564692337460495663,551,1564692337459681979,,0,0,1,0,2,4,29504,63
1564692337561037392,552,1564692337559719073,,0,0,1,0,2,4,29508,31
1564692337660917774,553,1564692337659693666,,0,0,1,0,2,4,29512,31
1564692337760960369,554,1564692337759705759,,0,0,1,0,2,4,29516,62
1564692337860618746,555,1564692337859692227,,0,0,1,0,2,4,29520,94
1564692337962079286,556,1564692337961721029,,0,0,1,0,2,4,29526,63
1564692338063131318,557,1564692338061744539,,0,0,1,0,2,4,29530,31
1564692338163345957,558,1564692338161852176,,0,0,1,0,2,4,29534,282
1564692338262747413,559,1564692338261715725,,0,0,1,0,2,4,29538,125
1564692338363155265,560,1564692338361596441,,0,0,1,0,2,4,29542,31
1564692338465121273,561,1564692338463841122,,0,0,1,0,2,4,29546,31
1564692338564971572,562,1564692338563761297,,0,0,1,0,2,4,29550,31
1564692338664904539,563,1564692338663753473,,0,0,1,0,2,4,29554,31
1564692338764495415,564,1564692338763703440,,0,0,1,0,2,4,29556,62
1564692338865354818,565,1564692338863759035,,0,0,1,0,2,4,29560,31
1564692338965061113,566,1564692338963597666,,0,0,1,0,2,4,29566,31
1564692339066529737,567,1564692339065867931,,0,0,1,0,2,4,29570,125
1564692339166760918,568,1564692339165881483,,0,0,1,0,2,4,29574,188
1564692339267297605,569,1564692339265743365,,0,0,1,0,2,4,29578,125
1564692339367421076,570,1564692339365891878,,0,0,1,0,2,4,29582,32
1564692339466682863,571,1564692339465615382,,0,0,1,0,2,4,29586,31
1564692339568290155,572,1564692339567881314,,0,0,1,0,2,4,29590,125
1564692339669085265,573,1564692339668185205,,0,0,1,0,2,4,29594,94
1564692339768835270,574,1564692339767771123,,0,0,1,0,2,4,29598,32
1564692339869548711,575,1564692339867648505,,0,0,1,0,2,4,29602,31
1564692339969094920,576,1564692339967763143,,0,0,1,0,2,4,29608,187
1564692340070680004,577,1564692340069781319,,0,0,1,0,2,4,29612,125
1564692340170835142,578,1564692340169761203,,0,0,1,0,2,4,29616,31
1564692340270306599,579,1564692340269900133,,0,0,1,0,2,4,29620,31
1564692340371241712,580,1564692340369603012,,0,0,1,0,2,4,29624,94
1564692340470071239,581,1564692340469733774,,0,0,1,0,2,4,29628,31
1564692340570893516,582,1564692340569647574,,0,0,1,0,2,4,29632,94
1564692340672637270,583,1564692340671730627,,0,0,1,0,2,4,29636,219
1564692340772982246,584,1564692340771806388,,0,0,1,0,2,4,29640,63
1564692340873346305,585,1564692340871849399,,0,0,1,0,2,4,29644,31
1564692340973262063,586,1564692340971620571,,0,0,1,0,2,4,29650,63
1564692341072921482,587,1564692341071804459,,0,0,1,0,2,4,29654,32
1564692341174263770,588,1564692341173794718,,0,0,1,0,2,4,29658,250
1564692341275131131,589,1564692341273801270,,0,0,1,0,2,4,29662,31
1564692341374615505,590,1564692341373912574,,0,0,1,0,2,4,29664,250
1564692341475423365,591,1564692341473793581,,0,0,1,0,2,4,29668,31
1564692341575119619,592,1564692341573758341,,0,0,1,0,2,4,29672,93
1564692341676862539,593,1564692341676365196,,0,0,1,0,2,4,29676,31
1564692341777214431,594,1564692341775827736,,0,0,1,0,2,4,29680,31
1564692341876642513,595,1564692341875920831,,0,0,1,0,2,4,29684,31
1564692341977137283,596,1564692341975804547,,0,0,1,0,2,4,29688,32
1564692342077103209,597,1564692342075807140,,0,0,1,0,2,4,29692,31
1564692342178416079,598,1564692342177461934,,0,0,1,0,2,4,29696,31
1564692342279134604,599,1564692342277801576,,0,0,1,0,2,4,29700,94
1564692342378228887,600,1564692342377814378,,0,0,1,0,2,4,29704,31
1564692342479358795,601,1564692342477688719,,0,0,1,0,2,4,29708,93
1564692342579389222,602,1564692342577691979,,0,0,1,0,2,4,29712,62
1564692342679051350,603,1564692342677800741,,0,0,1,0,2,4,29716,31
1564692342780909106,604,1564692342779817834,,0,0,1,0,2,4,29720,31
1564692342880691153,605,1564692342879911679,,0,0,1,0,2,4,29724,32
1564692342980884875,606,1564692342979999524,,0,0,1,0,2,4,29730,31
1564692343081149307,607,1564692343079803821,,0,0,1,0,2,4,29734,187
1564692343180729809,608,1564692343179669745,,0,0,1,0,2,4,29738,125
1564692343282885779,609,1564692343281823799,,0,0,1,0,2,4,29742,63
1564692343382905915,610,1564692343381827393,,0,0,1,0,2,4,29746,63
1564692343483224431,611,1564692343481841945,,0,0,1,0,2,4,29750,62
1564692343583075480,612,1564692343581828079,,0,0,1,0,2,4,29754,125
1564692343683000821,613,1564692343681699253,,0,0,1,0,2,4,29758,31
1564692343785758180,614,1564692343783590468,,0,0,1,0,2,4,29762,62
1564692343885575811,615,1564692343883718064,,0,0,1,0,2,4,29764,31
1564692343985084519,616,1564692343983967246,,0,0,1,0,2,4,29770,31
1564692344085117363,617,1564692344083894504,,0,0,1,0,2,4,29774,94
1564692344184740740,618,1564692344183847555,,0,0,1,0,2,4,29778,187
1564692344284947796,619,1564692344283819606,,0,0,1,0,2,4,29782,31
1564692344386848970,620,1564692344385838616,,0,0,1,0,2,4,29786,94
1564692344486321552,621,1564692344485977378,,0,0,1,0,2,4,29790,125
1564692344586804489,622,1564692344585854261,,0,0,1,0,2,4,29794,31
1564692344686914626,623,1564692344685965398,,0,0,1,0,2,4,29798,125
1564692344787093806,624,1564692344785730653,,0,0,1,0,2,4,29802,31
1564692344888803518,625,1564692344887862540,,0,0,1,0,2,4,29806,125
1564692344988972989,626,1564692344987993094,,0,0,1,0,2,4,29812,31
1564692345088776787,627,1564692345087889644,,0,0,1,0,2,4,29816,125
1564692345189154180,628,1564692345187879612,,0,0,1,0,2,4,29820,32
1564692345289531239,629,1564692345287920747,,0,0,1,0,2,4,29824,62
1564692345389907881,630,1564692345389583291,,0,0,1,0,2,4,29828,93
1564692345490246690,631,1564692345489884933,,0,0,1,0,2,4,29832,31
1564692345591056133,632,1564692345589881484,,0,0,1,0,2,4,29836,125
1564692345691131978,633,1564692345689887244,,0,0,1,0,2,4,29840,94
1564692345791190239,634,1564692345789718667,,0,0,1,0,2,4,29844,32
1564692345892686405,635,1564692345891831845,,0,0,1,0,2,4,29848,250
1564692345993131132,636,1564692345991883690,,0,0,1,0,2,4,29854,94
1564692346093493691,637,1564692346091892950,,0,0,1,0,2,4,29858,31
1564692346193765706,638,1564692346191907543,,0,0,1,0,2,4,29862,63
1564692346293995304,639,1564692346293610296,,0,0,1,0,2,4,29866,93
1564692346393101004,640,1564692346391880396,,0,0,1,0,2,4,29870,125
1564692346495449437,641,1564692346493907322,,0,0,1,0,2,4,29872,31
1564692346594973146,642,1564692346593926124,,0,0,1,0,2,4,29876,187
1564692346696316392,643,1564692346695772214,,0,0,1,0,2,4,29880,62
1564692346795111043,644,1564692346793888935,,0,0,1,0,2,4,29884,63
1564692346895154013,645,1564692346893796068,,0,0,1,0,2,4,29888,63
1564692346994780140,646,1564692346993882955,,0,0,1,0,2,4,29894,94
1564692347098330514,647,1564692347097595332,,0,0,1,0,2,4,29898,31
1564692347196869911,648,1564692347196023560,,0,0,1,0,2,4,29902,31
1564692347296728168,649,1564692347295875109,,0,0,1,0,2,4,29906,125
1564692347396450922,650,1564692347395887577,,0,0,1,0,2,4,29910,31
1564692347498233760,651,1564692347497541246,,0,0,1,0,2,4,29914,125
1564692347599287083,652,1564692347598148852,,0,0,1,0,2,4,29918,32
1564692347698745165,653,1564692347698260530,,0,0,1,0,2,4,29922,31
1564692347798670132,654,1564692347798032119,,0,0,1,0,2,4,29926,62
1564692347900756101,655,1564692347899664579,,0,0,1,0,2,4,29930,31
1564692347999100994,656,1564692347997911511,,0,0,1,0,2,4,29936,31
1564692348100011773,657,1564692348099669266,,0,0,1,0,2,4,29940,32
1564692348200409124,658,1564692348199920531,,0,0,1,0,2,4,29944,187
1564692348302872309,659,1564692348301658285,,0,0,1,0,2,4,29948,94
1564692348401499708,660,1564692348399969385,,0,0,1,0,2,4,29952,94
1564692348501321089,661,1564692348500010729,,0,0,1,0,2,4,29956,93
1564692348600515291,662,1564692348599916987,,0,0,1,0,2,4,29960,187
1564692348702734263,663,1564692348701934955,,0,0,1,0,2,4,29964,125
1564692348802991820,664,1564692348802051092,,0,0,1,0,2,4,29968,31
1564692348902907203,665,1564692348902070477,,0,0,1,0,2,4,29972,31
1564692349003541601,666,1564692349001814690,,0,0,1,0,2,4,29976,32
1564692349103219854,667,1564692349101804200,,0,0,1,0,2,4,29980,125
1564692349205290240,668,1564692349203995047,,0,0,1,0,2,4,29984,94
1564692349304755280,669,1564692349304069433,,0,0,1,0,2,4,29988,187
1564692349404709289,670,1564692349404089318,,0,0,1,0,2,4,29992,125
1564692349505383480,671,1564692349503812489,,0,0,1,0,2,4,29996,31
1564692349604514014,672,1564692349604058379,,0,0,1,0,2,4,30000,125
1564692349706090181,673,1564692349705589504,,0,0,1,0,2,4,30004,31
1564692349807553804,674,1564692349806249986,,0,0,1,0,2,4,30008,125
1564692349907145389,675,1564692349905965740,,0,0,1,0,2,4,30012,31
1564692350007233484,676,1564692350005844539,,0,0,1,0,2,4,30016,125
1564692350107629669,677,1564692350106033678,,0,0,1,0,2,4,30020,31
1564692350206627908,678,1564692350205936477,,0,0,1,0,2,4,30024,62
1564692350309025550,679,1564692350308070031,,0,0,1,0,2,4,30028,94
1564692350408925267,680,1564692350407996331,,0,0,1,0,2,4,30032,94
1564692350508700355,681,1564692350508084551,,0,0,1,0,2,4,30036,32
1564692350609081290,682,1564692350607797638,,0,0,1,0,2,4,30040,282
1564692350709600685,683,1564692350708059195,,0,0,1,0,2,4,30044,187
1564692350811174561,684,1564692350810116081,,0,0,1,0,2,4,30048,31
1564692350910437014,685,1564692350909990546,,0,0,1,0,2,4,30052,125
1564692351010809323,686,1564692351009988931,,0,0,1,0,2,4,30058,62
1564692351111231341,687,1564692351109866230,,0,0,1,0,2,4,30062,31
1564692351211359354,688,1564692351209984951,,0,0,1,0,2,4,30066,125
1564692351312905729,689,1564692351311869791,,0,0,1,0,2,4,30070,344
1564692351412277351,690,1564692351411978553,,0,0,1,0,2,4,30074,94
1564692351513061752,691,1564692351512167692,,0,0,1,0,2,4,30078,32
1564692351613421894,692,1564692351612012365,,0,0,1,0,2,4,30080,63
1564692351713264443,693,1564692351712224296,,0,0,1,0,2,4,30084,32
1564692351814088719,694,1564692351812191805,,0,0,1,0,2,4,30088,32
1564692351915179168,695,1564692351914015311,,0,0,1,0,2,4,30092,62
1564692352014473747,696,1564692352014015071,,0,0,1,0,2,4,30098,63
1564692352115545529,697,1564692352113984497,,0,0,1,0,2,4,30102,94
1564692352215505496,698,1564692352214003591,,0,0,1,0,2,4,30106,125
1564692352315172124,699,1564692352314020101,,0,0,1,0,2,4,30110,63
1564692352416851794,700,1564692352415883982,,0,0,1,0,2,4,30114,94
1564692352516438295,701,1564692352516021745,,0,0,1,0,2,4,30118,31
1564692352617555286,702,1564692352616045964,,0,0,1,0,2,4,30122,375
1564692352717043119,703,1564692352715888929,,0,0,1,0,2,4,30126,62
1564692352817214133,704,1564692352815926773,,0,0,1,0,2,4,30130,32
1564692352918490419,705,1564692352917750695,,0,0,1,0,2,4,30134,31
1564692353019565076,706,1564692353018151422,,0,0,1,0,2,4,30140,94
1564692353118858863,707,1564692353118033721,,0,0,1,0,2,4,30144,31
1564692353219004209,708,1564692353218030022,,0,0,1,0,2,4,30148,63
1564692353319007344,709,1564692353317912405,,0,0,1,0,2,4,30152,125
1564692353419343402,710,1564692353417931832,,0,0,1,0,2,4,30156,31
1564692353521016947,711,1564692353519999676,,0,0,1,0,2,4,30160,219
1564692353621497341,712,1564692353620142522,,0,0,1,0,2,4,30164,32
1564692353721454892,713,1564692353720050613,,0,0,1,0,2,4,30168,31
1564692353821162938,714,1564692353819918204,,0,0,1,0,2,4,30172,344
1564692353921747293,715,1564692353919999549,,0,0,1,0,2,4,30176,125
1564692354024079350,716,1564692354022037517,,0,0,1,0,2,4,30182,32
1564692354123285844,717,1564692354122047319,,0,0,1,0,2,4,30186,32
1564692354222973764,718,1564692354222027453,,0,0,1,0,2,4,30188,32
1564692354323148653,719,1564692354322052839,,0,0,1,0,2,4,30192,125
1564692354423140412,720,1564692354422055724,,0,0,1,0,2,4,30196,31
1564692354526379239,721,1564692354523865437,,0,0,1,0,2,4,30200,93
1564692354625340269,722,1564692354624151495,,0,0,1,0,2,4,30204,62
1564692354724925812,723,1564692354724033752,,0,0,1,0,2,4,30208,31
1564692354825441583,724,1564692354824098597,,0,0,1,0,2,4,30212,125
1564692354925248047,725,1564692354923902228,,0,0,1,0,2,4,30216,125
1564692355024861132,726,1564692355024050741,,0,0,1,0,2,4,30222,125
1564692355127011395,727,1564692355126230837,,0,0,1,0,2,4,30226,125
1564692355228032884,728,1564692355226146887,,0,0,1,0,2,4,30230,188
1564692355327065874,729,1564692355326074228,,0,0,1,0,2,4,30234,62
1564692355427192928,730,1564692355426068655,,0,0,1,0,2,4,30238,31
1564692355527361816,731,1564692355526223335,,0,0,1,0,2,4,30242,125
1564692355628191218,732,1564692355627824419,,0,0,1,0,2,4,30246,94
1564692355728618820,733,1564692355728210812,,0,0,1,0,2,4,30250,94
1564692355829070756,734,1564692355828067402,,0,0,1,0,2,4,30254,31
1564692355929389064,735,1564692355928078079,,0,0,1,0,2,4,30258,31
1564692356028504389,736,1564692356028099756,,0,0,1,0,2,4,30264,94
1564692356129645964,737,1564692356128247477,,0,0,1,0,2,4,30268,63
1564692356230694871,738,1564692356230080483,,0,0,1,0,2,4,30272,93
1564692356331078638,739,1564692356330087118,,0,0,1,0,2,4,30276,125
1564692356431097565,740,1564692356430089253,,0,0,1,0,2,4,30280,94
1564692356531137409,741,1564692356530104388,,0,0,1,0,2,4,30284,31
1564692356631387966,742,1564692356630094565,,0,0,1,0,2,4,30288,94
1564692356733205513,743,1564692356732105657,,0,0,1,0,2,4,30290,31
1564692356832787598,744,1564692356832179294,,0,0,1,0,2,4,30294,31
1564692356932739232,745,1564692356932096510,,0,0,1,0,2,4,30298,31
1564692357033215460,746,1564692357032267607,,0,0,1,0,2,4,30304,125
1564692357133033549,747,1564692357132095197,,0,0,1,0,2,4,30308,94
1564692357234376462,748,1564692357233966995,,0,0,1,0,2,4,30312,32
1564692357335216781,749,1564692357334112008,,0,0,1,0,2,4,30316,94
1564692357434955410,750,1564692357434124851,,0,0,1,0,2,4,30320,31
1564692357535607350,751,1564692357534353616,,0,0,1,0,2,4,30324,125
1564692357636367834,752,1564692357635974659,,0,0,1,0,2,4,30328,31
1564692357734946481,753,1564692357734101422,,0,0,1,0,2,4,30332,32
1564692357836919365,754,1564692357836110182,,0,0,1,0,2,4,30336,62
1564692357936923583,755,1564692357936114400,,0,0,1,0,2,4,30340,125
1564692358038870550,756,1564692358038002990,,0,0,1,0,2,4,30344,93
1564692358137025189,757,1564692358136124920,,0,0,1,0,2,4,30348,62
1564692358237332371,758,1564692358236122847,,0,0,1,0,2,4,30352,63
1564692358338404653,759,1564692358337789557,,0,0,1,0,2,4,30356,219
1564692358440596542,760,1564692358439769233,,0,0,1,0,2,4,30360,63
1564692358539323567,761,1564692358538157001,,0,0,1,0,2,4,30364,94
1564692358639605458,762,1564692358638233638,,0,0,1,0,2,4,30368,31
1564692358738984830,763,1564692358738351900,,0,0,1,0,2,4,30372,63
1564692358840069612,764,1564692358839765689,,0,0,1,0,2,4,30376,125
1564692358941208645,765,1564692358940165416,,0,0,1,0,2,4,30380,31
1564692359041399034,766,1564692359040133300,,0,0,1,0,2,4,30386,125
