%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fix,field.lla0,field.lla1,field.lla2,field.position0,field.position1,field.position2,field.horizontal_accuracy,field.vertical_accuracy,field.velocity0,field.velocity1,field.velocity2,field.speed_accuracy
1576083168396461886,6,1576083168396135178,,0,40.2465843,-111.6489706,1402.159,-179889867.0,-453217816.0,409982782.0,0.014,0.01,5.0,0.0,0.0,0.096
1576083168396549053,7,1576083168396155053,,0,40.2465843,-111.6489706,1402.159,-179889867.0,-453217816.0,409982782.0,0.014,0.01,2.0,0.0,0.0,0.096
1576083168497408970,8,1576083168497096803,,0,40.2465843,-111.6489706,1402.154,-179889867.0,-453217816.0,409982782.0,0.014,0.01,2.0,0.0,0.0,0.085
1576083168497527595,9,1576083168497114053,,0,40.2465843,-111.6489706,1402.154,-179889867.0,-453217816.0,409982782.0,0.014,0.01,4.0,0.0,0.0,0.085
1576083168596334136,10,1576083168596101011,,0,40.2465843,-111.6489707,1402.154,-179889867.0,-453217816.0,409982782.0,0.014,0.01,4.0,0.0,0.0,0.092
1576083168596369386,11,1576083168596117761,,0,40.2465843,-111.6489707,1402.154,-179889867.0,-453217816.0,409982782.0,0.014,0.01,-4.0,0.0,0.0,0.092
1576083168696332636,12,1576083168696085845,,0,40.2465843,-111.6489707,1402.154,-179889867.0,-453217816.0,409982782.0,0.014,0.01,-4.0,0.0,0.0,0.096
1576083168696437970,13,1576083168696102428,,0,40.2465843,-111.6489707,1402.154,-179889867.0,-453217816.0,409982782.0,0.014,0.01,-3.0,0.0,0.0,0.096
1576083168797240011,14,1576083168797029428,,0,40.2465843,-111.6489707,1402.16,-179889867.0,-453217816.0,409982782.0,0.014,0.01,-3.0,0.0,0.0,0.073
1576083168797280345,15,1576083168797064095,,0,40.2465843,-111.6489707,1402.16,-179889867.0,-453217816.0,409982782.0,0.014,0.01,3.0,0.0,0.0,0.073
1576083168905362553,16,1576083168905099011,,0,40.2465843,-111.6489707,1402.156,-179889867.0,-453217816.0,409982782.0,0.014,0.01,3.0,0.0,0.0,0.098
