%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fix,field.lla0,field.lla1,field.lla2,field.position0,field.position1,field.position2,field.horizontal_accuracy,field.vertical_accuracy,field.velocity0,field.velocity1,field.velocity2,field.speed_accuracy
1576103529596492910,6,1576103529580119160,,0,40.2465816,-111.6489743,1404.955,-179889982.0,-453218021.0,409982940.0,0.014,0.011,0.0,0.0,0.0,0.098
1576103529596555285,7,1576103529580170702,,0,40.2465816,-111.6489743,1404.955,-179889982.0,-453218021.0,409982940.0,0.014,0.011,3.0,0.0,0.0,0.098
1576103529665534535,8,1576103529665091160,,0,40.2465816,-111.6489743,1404.955,-179889982.0,-453218021.0,409982940.0,0.014,0.01,3.0,0.0,0.0,0.098
1576103529665566243,9,1576103529665109368,,0,40.2465816,-111.6489743,1404.955,-179889982.0,-453218021.0,409982940.0,0.014,0.01,3.0,0.0,0.0,0.098
1576103529772374868,10,1576103529772093077,,0,40.2465816,-111.6489743,1404.959,-179889982.0,-453218022.0,409982940.0,0.014,0.01,3.0,0.0,0.0,0.099
1576103529772518452,11,1576103529772110493,,0,40.2465816,-111.6489743,1404.959,-179889982.0,-453218022.0,409982940.0,0.014,0.01,1.0,0.0,0.0,0.099
1576103529873341618,12,1576103529873069452,,0,40.2465816,-111.6489743,1404.956,-179889982.0,-453218021.0,409982940.0,0.014,0.01,1.0,0.0,0.0,0.084
1576103529873429910,13,1576103529873087077,,0,40.2465816,-111.6489743,1404.956,-179889982.0,-453218021.0,409982940.0,0.014,0.01,1.0,0.0,0.0,0.084
1576103529973206827,14,1576103529973023535,,0,40.2465816,-111.6489743,1404.956,-179889982.0,-453218021.0,409982940.0,0.014,0.01,1.0,0.0,0.0,0.099
1576103529973245660,15,1576103529973047077,,0,40.2465816,-111.6489743,1404.956,-179889982.0,-453218021.0,409982940.0,0.014,0.01,-1.0,0.0,0.0,0.099
1576103530068402952,16,1576103530068039410,,0,40.2465815,-111.6489743,1404.96,-179889982.0,-453218022.0,409982940.0,0.014,0.01,-1.0,0.0,0.0,0.098
1576103530068444035,17,1576103530068062702,,0,40.2465815,-111.6489743,1404.96,-179889982.0,-453218022.0,409982940.0,0.014,0.01,-1.0,0.0,0.0,0.098
1576103530173369118,18,1576103530173096910,,0,40.2465816,-111.6489743,1404.955,-179889982.0,-453218021.0,409982940.0,0.014,0.01,-1.0,0.0,0.0,0.095
1576103530173482993,19,1576103530173113910,,0,40.2465816,-111.6489743,1404.955,-179889982.0,-453218021.0,409982940.0,0.014,0.01,3.0,0.0,0.0,0.095
1576103530273310202,20,1576103530273089743,,0,40.2465816,-111.6489743,1404.956,-179889982.0,-453218021.0,409982940.0,0.014,0.01,3.0,0.0,0.0,0.099
1576103530273449660,21,1576103530273108827,,0,40.2465816,-111.6489743,1404.956,-179889982.0,-453218021.0,409982940.0,0.014,0.01,-1.0,0.0,0.0,0.099
1576103530372428493,22,1576103530372108035,,0,40.2465816,-111.6489743,1404.957,-179889982.0,-453218022.0,409982940.0,0.014,0.01,-1.0,0.0,0.0,0.102
1576103530372456493,23,1576103530372126618,,0,40.2465816,-111.6489743,1404.957,-179889982.0,-453218022.0,409982940.0,0.014,0.01,-1.0,0.0,0.0,0.102
1576103530473335702,24,1576103530473067327,,0,40.2465816,-111.6489743,1404.955,-179889982.0,-453218021.0,409982940.0,0.014,0.01,-1.0,0.0,0.0,0.099
1576103530473409118,25,1576103530473085202,,0,40.2465816,-111.6489743,1404.955,-179889982.0,-453218021.0,409982940.0,0.014,0.01,2.0,0.0,0.0,0.099
1576103530582338868,26,1576103530582082118,,0,40.2465816,-111.6489743,1404.956,-179889982.0,-453218021.0,409982940.0,0.014,0.01,2.0,0.0,0.0,0.092
1576103530582438952,27,1576103530582101577,,0,40.2465816,-111.6489743,1404.956,-179889982.0,-453218021.0,409982940.0,0.014,0.01,3.0,0.0,0.0,0.092
1576103530673280118,28,1576103530673064452,,0,40.2465816,-111.6489743,1404.96,-179889982.0,-453218022.0,409982940.0,0.014,0.01,3.0,0.0,0.0,0.099
1576103530673385993,29,1576103530673080368,,0,40.2465816,-111.6489743,1404.96,-179889982.0,-453218022.0,409982940.0,0.014,0.01,1.0,0.0,0.0,0.099
1576103530774385827,30,1576103530774065660,,0,40.2465816,-111.6489743,1404.955,-179889982.0,-453218021.0,409982940.0,0.014,0.01,1.0,0.0,0.0,0.103
1576103530774411452,31,1576103530774081993,,0,40.2465816,-111.6489743,1404.955,-179889982.0,-453218021.0,409982940.0,0.014,0.01,0.0,0.0,0.0,0.103
1576103530873308035,32,1576103530873074910,,0,40.2465816,-111.6489743,1404.96,-179889982.0,-453218022.0,409982940.0,0.014,0.01,0.0,0.0,0.0,0.098
1576103530873438118,33,1576103530873091743,,0,40.2465816,-111.6489743,1404.96,-179889982.0,-453218022.0,409982940.0,0.014,0.01,-1.0,0.0,0.0,0.098
1576103530968530035,34,1576103530968095577,,0,40.2465816,-111.6489743,1404.957,-179889982.0,-453218021.0,409982940.0,0.014,0.01,-1.0,0.0,0.0,0.099
1576103530968552410,35,1576103530968111952,,0,40.2465816,-111.6489743,1404.957,-179889982.0,-453218021.0,409982940.0,0.014,0.01,1.0,0.0,0.0,0.099
1576103531073301160,36,1576103531073080952,,0,40.2465816,-111.6489743,1404.954,-179889982.0,-453218021.0,409982940.0,0.014,0.01,1.0,0.0,0.0,0.102
1576103531073380868,37,1576103531073096910,,0,40.2465816,-111.6489743,1404.954,-179889982.0,-453218021.0,409982940.0,0.014,0.01,0.0,0.0,0.0,0.102
1576103531173302785,38,1576103531173081077,,0,40.2465816,-111.6489743,1404.955,-179889982.0,-453218021.0,409982940.0,0.014,0.01,0.0,0.0,0.0,0.097
1576103531173433285,39,1576103531173096868,,0,40.2465816,-111.6489743,1404.955,-179889982.0,-453218021.0,409982940.0,0.014,0.01,0.0,0.0,0.0,0.097
1576103531272360910,40,1576103531272086410,,0,40.2465816,-111.6489743,1404.953,-179889982.0,-453218021.0,409982940.0,0.014,0.01,0.0,0.0,0.0,0.085
1576103531272397285,41,1576103531272102827,,0,40.2465816,-111.6489743,1404.953,-179889982.0,-453218021.0,409982940.0,0.014,0.01,-3.0,0.0,0.0,0.085
1576103531373642952,42,1576103531373154618,,0,40.2465816,-111.6489743,1404.957,-179889982.0,-453218022.0,409982940.0,0.014,0.01,-3.0,0.0,0.0,0.089
1576103531373696993,43,1576103531373177827,,0,40.2465816,-111.6489743,1404.957,-179889982.0,-453218022.0,409982940.0,0.014,0.01,2.0,0.0,0.0,0.089
1576103531473592660,44,1576103531473172577,,0,40.2465816,-111.6489743,1404.956,-179889982.0,-453218021.0,409982940.0,0.014,0.01,2.0,0.0,0.0,0.097
1576103531473734952,45,1576103531473197618,,0,40.2465816,-111.6489743,1404.956,-179889982.0,-453218021.0,409982940.0,0.014,0.01,1.0,0.0,0.0,0.097
1576103531580673827,46,1576103531580158827,,0,40.2465816,-111.6489743,1404.958,-179889982.0,-453218022.0,409982940.0,0.014,0.01,1.0,0.0,0.0,0.097
1576103531580738077,47,1576103531580178993,,0,40.2465816,-111.6489743,1404.958,-179889982.0,-453218022.0,409982940.0,0.014,0.01,1.0,0.0,0.0,0.097
1576103531674382660,48,1576103531674064660,,0,40.2465816,-111.6489743,1404.952,-179889982.0,-453218021.0,409982940.0,0.014,0.01,1.0,0.0,0.0,0.099
1576103531674430202,49,1576103531674098368,,0,40.2465816,-111.6489743,1404.952,-179889982.0,-453218021.0,409982940.0,0.014,0.01,-2.0,0.0,0.0,0.099
1576103531773558827,50,1576103531773152785,,0,40.2465816,-111.6489743,1404.953,-179889982.0,-453218021.0,409982940.0,0.014,0.01,-2.0,0.0,0.0,0.104
1576103531773682535,51,1576103531773175077,,0,40.2465816,-111.6489743,1404.953,-179889982.0,-453218021.0,409982940.0,0.014,0.01,0.0,0.0,0.0,0.104
1576103531868613993,52,1576103531868156452,,0,40.2465816,-111.6489742,1404.952,-179889981.0,-453218021.0,409982940.0,0.014,0.01,0.0,0.0,0.0,0.103
