%time,field.header.seq,field.header.stamp,field.header.frame_id,field.refStationId,field.relPosNED0,field.relPosNED1,field.relPosNED2,field.relPosLength,field.relPosHeading,field.relPosHPNED0,field.relPosHPNED1,field.relPosHPNED2,field.relPosHPLength,field.accNED0,field.accNED1,field.accNED2,field.accLength,field.accHeading,field.flags
1576083168396598303,3,1576083168396260886,,0,2.7,-0.8,-0.64,2.89,5.99349765233,0.0021,-0.0054,-0.0089,0.0032,0.01,0.01,0.0105,0.01,0,279
1576083168497538970,4,1576083168497165761,,0,2.7,-0.8,-0.64,2.89,5.99436961882,0.0037,-0.0033,-0.0043,0.0031,0.01,0.01,0.01,0.01,0,279
1576083168597261970,5,1576083168597059761,,0,2.7,-0.8,-0.64,2.89,5.99294473202,0.0001,-0.0065,-0.004,0.0006,0.01,0.01,0.01,0.01,0,279
1576083168696465011,6,1576083168696186553,,0,2.7,-0.8,-0.64,2.89,5.99272202801,0.0015,-0.0075,-0.0038,0.0021,0.01,0.01,0.0101,0.01,0,279
1576083168797329303,7,1576083168797103970,,0,2.7,-0.8,-0.64,2.89,5.99288190017,0.0044,-0.0079,-0.0099,0.0064,0.01,0.01,0.01,0.01,0,279
1576083168905531136,8,1576083168905181970,,0,2.7,-0.81,-0.64,2.89,5.99216142825,0.0044,0.0,-0.0063,0.0061,0.01,0.01,0.01,0.01,0,279
1576083168996570595,9,1576083168996214553,,0,2.7,-0.8,-0.64,2.89,5.99315486966,0.0061,-0.0076,-0.0092,0.0077,0.01,0.01,0.01,0.01,0,279
1576083169094591470,10,1576083169094195720,,0,2.7,-0.8,-0.65,2.89,5.9926249877,0.0034,-0.0084,-0.0034,0.0063,0.01,0.01,0.01,0.01,0,279
1576083169191582761,11,1576083169191164928,,0,2.7,-0.8,-0.64,2.89,5.99254330629,0.0049,-0.0091,-0.0097,0.0071,0.01,0.01,0.01,0.01,0,279
1576083169296240345,12,1576083169296064261,,0,2.7,-0.8,-0.65,2.89,5.99289865533,0.0055,-0.0082,-0.0028,0.0081,0.01,0.01,0.01,0.01,0,279
1576083169386539595,13,1576083169386184970,,0,2.7,-0.8,-0.64,2.89,5.99293565631,0.0041,-0.0077,-0.0083,0.0057,0.01,0.01,0.01,0.01,0,279
1576083169496214387,14,1576083169496040387,,0,2.7,-0.81,-0.65,2.9,5.9911449485,0.0065,-0.0037,-0.0027,0.0005,0.01,0.01,0.01,0.01,0,279
1576083169595229470,15,1576083169595070012,,0,2.7,-0.81,-0.64,2.89,5.9917418511,0.0039,-0.0011,-0.0097,0.0068,0.01,0.01,0.01,0.01,0,279
1576083169695550970,16,1576083169695189262,,0,2.7,-0.8,-0.64,2.89,5.99254400443,0.0026,-0.0084,-0.0049,0.0037,0.01,0.01,0.01,0.01,0,279
1576083169786526178,17,1576083169786189220,,0,2.69,-0.8,-0.65,2.89,5.99216701331,0.0091,-0.0084,-0.0009,0.0017,0.01,0.01,0.0103,0.01,0,279
1576083169902245970,18,1576083169902055553,,0,2.69,-0.8,-0.64,2.88,5.99328681656,0.009,-0.0051,-0.0066,0.0098,0.01,0.01,0.0104,0.01,0,279
1576083169998313970,19,1576083169998103303,,0,2.69,-0.8,-0.64,2.89,5.99296777037,0.0097,-0.0063,-0.0033,0.0,0.01,0.01,0.0107,0.01,0,279
1576083170083340970,20,1576083170083113428,,0,2.7,-0.8,-0.65,2.89,5.99271574482,0.0002,-0.0071,-0.0014,0.0025,0.01,0.01,0.0107,0.01,0,279
1576083170199800012,21,1576083170199251345,,0,2.7,-0.81,-0.64,2.89,5.99208603003,0.0056,-0.0006,-0.0067,0.0075,0.01,0.01,0.01,0.01,0,279
1576083170301538970,22,1576083170301207345,,0,2.7,-0.81,-0.66,2.9,5.99106117269,0.0061,-0.0038,-0.0024,0.0024,0.01,0.01,0.0103,0.01,0,279
1576083170396210470,23,1576083170396034887,,0,2.7,-0.81,-0.66,2.9,5.99135997306,0.0066,-0.0031,-0.004,0.003,0.01,0.01,0.011,0.0101,0,279
1576083170486572845,24,1576083170486164762,,0,2.7,-0.81,-0.66,2.9,5.99126851781,0.0089,-0.004,-0.0003,0.0046,0.01,0.01,0.0115,0.0101,0,279
1576083170598305928,25,1576083170598093720,,0,2.7,-0.81,-0.65,2.89,5.99094039591,0.0028,-0.0032,-0.002,0.0068,0.01,0.01,0.011,0.0101,0,279
1576083170696587845,26,1576083170696163220,,0,2.7,-0.8,-0.65,2.89,5.99249094642,0.0057,-0.0095,-0.0076,0.0098,0.01,0.01,0.0108,0.01,0,279
1576083170795565512,27,1576083170795190970,,0,2.7,-0.81,-0.65,2.9,5.99130063187,0.0075,-0.0035,-0.0005,0.0009,0.01,0.01,0.0103,0.01,0,279
1576083170905538762,28,1576083170905162053,,0,2.7,-0.81,-0.65,2.89,5.99110236246,0.0052,-0.0034,-0.0041,0.0096,0.01,0.01,0.0107,0.01,0,279
1576083170990259762,29,1576083170990061262,,0,2.7,-0.81,-0.65,2.9,5.99189613821,0.0091,-0.0022,-0.0063,0.0033,0.01,0.01,0.0104,0.01,0,279
1576083171095452262,30,1576083171095170720,,0,2.7,-0.8,-0.64,2.89,5.99246790807,0.0031,-0.0088,-0.0099,0.0054,0.01,0.01,0.01,0.01,0,279
1576083171197551553,31,1576083171197156720,,0,2.7,-0.81,-0.64,2.89,5.99211116277,0.0069,-0.0009,-0.009,0.0093,0.01,0.01,0.01,0.01,0,279
1576083171299228345,32,1576083171299053220,,0,2.7,-0.81,-0.64,2.9,5.9913585768,0.0078,-0.0034,-0.0073,0.0005,0.01,0.01,0.01,0.01,0,279
1576083171395210178,33,1576083171395041137,,0,2.7,-0.8,-0.65,2.89,5.99240507622,0.006,-0.0098,-0.0013,0.0087,0.01,0.01,0.01,0.01,0,279
1576083171495544262,34,1576083171495161512,,0,2.7,-0.81,-0.65,2.89,5.99200295236,0.0037,-0.0003,-0.0011,0.0067,0.01,0.01,0.01,0.01,0,279
1576083171587237387,35,1576083171587052012,,0,2.7,-0.8,-0.65,2.89,5.99447433858,0.0009,-0.0022,-0.0049,0.0026,0.01,0.01,0.01,0.01,0,279
1576083171695532387,36,1576083171695204762,,0,2.7,-0.78,-0.66,2.89,5.99977944137,0.0055,-0.008,-0.0039,0.005,0.01,0.01,0.01,0.01,0,279
1576083171796229887,37,1576083171796045928,,0,2.7,-0.75,-0.65,2.88,6.01029539918,0.0036,-0.0067,-0.0091,0.0038,0.01,0.01,0.01,0.01,0,279
1576083171895534178,38,1576083171895190970,,0,2.7,-0.71,-0.65,2.86,6.02439835767,0.0015,-0.0051,-0.0027,0.0097,0.01,0.01,0.01,0.01,0,279
1576083171995246595,39,1576083171995057720,,0,2.7,-0.67,-0.65,2.85,6.03979984112,0.0012,-0.0007,-0.0016,0.0085,0.01,0.01,0.01,0.01,0,279
1576083172096371928,40,1576083172096106512,,0,2.69,-0.62,-0.65,2.84,6.05500514956,0.004,-0.0056,-0.005,0.0022,0.01,0.01,0.01,0.01,0,279
1576083172197270053,41,1576083172197065012,,0,2.68,-0.58,-0.63,2.82,6.07033751798,0.0055,-0.0004,-0.0072,0.0004,0.01,0.01,0.01,0.01,0,279
1576083172296493845,42,1576083172296183054,,0,2.67,-0.53,-0.63,2.8,6.08454938501,0.0072,-0.0089,-0.0097,0.0048,0.01,0.01,0.01,0.01,0,279
1576083172386654512,43,1576083172386163137,,0,2.67,-0.5,-0.63,2.79,6.09766378901,0.0058,-0.0022,-0.0088,0.0065,0.01,0.01,0.01,0.01,0,279
1576083172496347304,44,1576083172496094054,,0,2.67,-0.46,-0.63,2.79,6.1113946433,0.0091,-0.0048,-0.0045,0.0022,0.01,0.01,0.01,0.01,0,279
1576083172596347929,45,1576083172596094179,,0,2.67,-0.42,-0.64,2.78,6.12410482905,0.0067,-0.0094,-0.0036,0.0062,0.01,0.01,0.01,0.01,0,279
1576083172697281637,46,1576083172697056429,,0,2.67,-0.4,-0.63,2.77,6.13396314679,0.0053,-0.0022,-0.0096,0.0099,0.01,0.01,0.01,0.01,0,279
1576083172790305554,47,1576083172790094679,,0,2.67,-0.39,-0.63,2.77,6.13685341203,0.0068,-0.0045,-0.0082,0.0099,0.01,0.01,0.01,0.01,0,279
1576083172902519554,48,1576083172902205929,,0,2.68,-0.39,-0.64,2.78,6.13584530986,0.0016,-0.008,-0.0001,0.0055,0.01,0.01,0.01,0.01,0,279
1576083172998308720,49,1576083172998094512,,0,2.68,-0.4,-0.65,2.78,6.13399944964,0.0009,-0.0029,-0.0018,0.0083,0.01,0.01,0.01,0.01,0,279
1576083173096570262,50,1576083173096165304,,0,2.68,-0.41,-0.65,2.79,6.12793547769,0.0018,-0.0097,-0.0066,0.0028,0.01,0.01,0.01,0.01,0,279
1576083173197288679,51,1576083173197079512,,0,2.68,-0.45,-0.65,2.8,6.11693292208,0.0094,-0.0013,-0.0031,0.0041,0.01,0.01,0.01,0.01,0,279
1576083173299317179,52,1576083173299127179,,0,2.7,-0.49,-0.64,2.82,6.10225679747,0.0042,-0.0047,-0.0017,0.003,0.01,0.01,0.01,0.01,0,279
1576083173397225054,53,1576083173397050220,,0,2.71,-0.54,-0.65,2.84,6.08488239383,0.0021,-0.005,-0.0049,0.0028,0.01,0.01,0.01,0.01,0,279
1576083173496234887,54,1576083173496051845,,0,2.72,-0.59,-0.66,2.86,6.06757291644,0.0072,-0.0073,-0.0023,0.0094,0.01,0.01,0.01,0.01,0,279
1576083173597213095,55,1576083173597036470,,0,2.75,-0.66,-0.65,2.9,6.04584356725,0.0043,-0.0063,-0.0091,0.0094,0.01,0.01,0.01,0.01,0,279
1576083173690239512,56,1576083173690063595,,0,2.77,-0.73,-0.66,2.94,6.02228371675,0.0001,-0.0096,-0.0023,0.0027,0.01,0.01,0.01,0.01,0,279
1576083173796353970,57,1576083173796094637,,0,2.78,-0.81,-0.65,2.97,5.99758381717,0.0043,-0.0075,-0.0063,0.0051,0.01,0.01,0.01,0.01,0,279
1576083173904586345,58,1576083173904164845,,0,2.8,-0.89,-0.65,3.01,5.9736085783,0.0059,-0.0075,-0.0091,0.0088,0.01,0.01,0.01,0.01,0,279
1576083174000607054,59,1576083174000205095,,0,2.82,-0.98,-0.66,3.06,5.9485093474,0.0018,-0.0013,-0.006,0.0009,0.01,0.01,0.01,0.01,0,279
1576083174097576637,60,1576083174097189970,,0,2.84,-1.07,-0.67,3.11,5.92129896623,0.001,-0.0055,-0.0038,0.0016,0.01,0.01,0.01,0.01,0,279
1576083174200242804,61,1576083174200054220,,0,2.85,-1.15,-0.67,3.15,5.89742705085,0.0054,-0.0096,-0.0026,0.0044,0.01,0.01,0.01,0.01,0,279
1576083174299503012,62,1576083174299172887,,0,2.87,-1.25,-0.67,3.21,5.87178048469,0.0064,-0.005,-0.0067,0.0004,0.01,0.01,0.01,0.01,0,279
1576083174385593637,63,1576083174385168095,,0,2.89,-1.36,-0.67,3.26,5.84240135739,0.0013,-0.0039,-0.0087,0.0081,0.01,0.01,0.01,0.01,0,279
1576083174497478845,64,1576083174497172595,,0,2.9,-1.47,-0.67,3.32,5.81492428991,0.008,-0.0008,-0.0014,0.0073,0.01,0.01,0.01,0.01,0,279
1576083174591543512,65,1576083174591184262,,0,2.93,-1.58,-0.68,3.4,5.78827939542,0.0046,-0.0038,-0.0049,0.0044,0.01,0.01,0.01,0.01,0,279
1576083174696284804,66,1576083174696061970,,0,2.94,-1.7,-0.68,3.47,5.7594657548,0.0099,-0.0036,-0.0047,0.0046,0.01,0.01,0.01,0.01,0,279
1576083174797568220,67,1576083174797168845,,0,2.95,-1.82,-0.68,3.54,5.73014911029,0.0095,-0.0069,-0.007,0.0052,0.01,0.01,0.01,0.01,0,279
1576083174892589637,68,1576083174892160554,,0,2.96,-1.95,-0.7,3.62,5.70186290816,0.0083,-0.0004,-0.0091,0.0019,0.01,0.01,0.01,0.01,0,279
1576083174994562262,69,1576083174994154054,,0,2.98,-2.07,-0.71,3.7,5.67564212868,0.0014,-0.0029,-0.0015,0.0002,0.01,0.01,0.01,0.01,0,279
1576083175094529054,70,1576083175094170929,,0,2.98,-2.2,-0.7,3.77,5.64825512019,0.0081,-0.0013,-0.0032,0.0075,0.01,0.01,0.01,0.01,0,279
1576083175191555887,71,1576083175191244929,,0,3.0,-2.34,-0.71,3.87,5.62049426217,0.0022,-0.003,-0.0074,0.0052,0.01,0.01,0.01,0.01,0,279
1576083175299559221,72,1576083175299165096,,0,3.0,-2.49,-0.7,3.96,5.59006689013,0.0004,-0.0021,-0.0087,0.0043,0.01,0.01,0.01,0.01,0,279
1576083175399249429,73,1576083175399068637,,0,3.0,-2.65,-0.72,4.07,5.56055372154,0.0067,-0.0011,-0.0058,0.0038,0.01,0.01,0.01,0.01,0,279
1576083175492566137,74,1576083175492144096,,0,3.0,-2.8,-0.72,4.17,5.53245357152,0.0082,-0.0065,-0.0031,0.0071,0.01,0.01,0.01,0.01,0,279
1576083175596454971,75,1576083175596171471,,0,2.99,-2.94,-0.72,4.25,5.50663142523,0.0046,-0.0021,-0.002,0.0097,0.01,0.01,0.01,0.01,0,279
1576083175687584054,76,1576083175687168137,,0,2.99,-3.1,-0.72,4.37,5.4791784433,0.0014,-0.0049,-0.0034,0.0018,0.01,0.01,0.01,0.01,0,279
1576083175796527179,77,1576083175796182387,,0,2.98,-3.27,-0.71,4.48,5.45211885857,0.0044,-0.0003,-0.0022,0.0043,0.01,0.01,0.01,0.01,0,279
1576083175904546679,78,1576083175904167762,,0,2.97,-3.42,-0.72,4.59,5.42845708084,0.0088,-0.0033,-0.0008,0.0048,0.01,0.01,0.01,0.01,0,279
