%time,field.header.seq,field.header.stamp,field.header.frame_id,field.year,field.month,field.day,field.hour,field.min,field.sec,field.nano,field.tAcc,field.valid,field.fixType,field.flags,field.flags2,field.numSV,field.lla0,field.lla1,field.lla2,field.hMSL,field.hAcc,field.vAcc,field.velNED0,field.velNED1,field.velNED2,field.gSpeed,field.headMot,field.sAcc,field.headAcc,field.pDOP,field.headVeh
1576083076002360625,4,1576083076002076042,,2019,12,11,16,52,30,99556224,1002,247,3,3,234,23,40.2465881,-111.6489755,1402.614,1421.389,0.225,0.34,0.014,0.028,0.012,0.031,97.76682,0.092,177.66504,1.17,0.0
1576083076097386292,5,1576083076097080542,,2019,12,11,16,52,30,199556180,1002,247,3,3,234,24,40.246588,-111.6489752,1402.626,1421.402,0.224,0.339,-0.021,0.014,-0.013,0.025,97.76682,0.113,180.0,1.15,0.0
1576083076198364500,6,1576083076198075375,,2019,12,11,16,52,30,299556136,1002,247,3,3,234,24,40.2465879,-111.6489751,1402.629,1421.405,0.223,0.338,0.006,-0.015,0.025,0.016,97.76682,0.119,180.0,1.15,0.0
1576083076295267167,7,1576083076295057834,,2019,12,11,16,52,30,399556092,1002,247,3,3,234,24,40.2465879,-111.6489749,1402.638,1421.413,0.222,0.337,0.02,0.016,0.004,0.026,97.76682,0.088,180.0,1.15,0.0
1576083076397237334,8,1576083076397042209,,2019,12,11,16,52,30,499556048,1002,247,3,3,234,24,40.2465878,-111.6489747,1402.648,1421.424,0.221,0.336,-0.013,-0.025,-0.035,0.028,97.76682,0.109,180.0,1.15,0.0
1576083076493344459,9,1576083076493075417,,2019,12,11,16,52,30,599556003,1002,247,3,3,234,25,40.2465878,-111.6489745,1402.645,1421.42,0.22,0.335,0.006,0.017,0.024,0.018,97.76682,0.106,180.0,1.09,0.0
1576083076595263125,10,1576083076595058375,,2019,12,11,16,52,30,699555959,1002,247,3,3,234,25,40.2465877,-111.6489744,1402.656,1421.431,0.219,0.334,0.001,-0.011,-0.001,0.011,97.76682,0.084,180.0,1.09,0.0
1576083076696325625,11,1576083076696068209,,2019,12,11,16,52,30,799555915,1002,247,3,3,234,25,40.2465877,-111.6489742,1402.657,1421.432,0.218,0.333,0.016,0.029,-0.011,0.033,97.76682,0.083,164.12152,1.09,0.0
1576083076796318292,12,1576083076796051875,,2019,12,11,16,52,30,899555871,1002,247,3,3,234,25,40.2465876,-111.6489741,1402.665,1421.44,0.217,0.332,-0.015,-0.026,-0.002,0.03,97.76682,0.082,180.0,1.09,0.0
1576083076903299000,13,1576083076903072292,,2019,12,11,16,52,31,-444172,1002,247,3,3,234,25,40.2465876,-111.6489739,1402.665,1421.441,0.216,0.331,0.006,0.016,0.004,0.017,97.76682,0.084,180.0,1.09,0.0
1576083076999320042,14,1576083076999076542,,2019,12,11,16,52,31,99555783,1002,247,3,3,234,25,40.2465875,-111.6489737,1402.672,1421.448,0.215,0.33,0.008,0.0,-0.005,0.008,97.76682,0.085,180.0,1.09,0.0
1576083077097339834,15,1576083077097062459,,2019,12,11,16,52,31,199555738,1002,247,3,3,234,25,40.2465875,-111.6489737,1402.661,1421.437,0.214,0.329,-0.013,-0.014,0.018,0.019,97.76682,0.094,180.0,1.09,0.0
1576083077197248126,16,1576083077197037626,,2019,12,11,16,52,31,299555694,1002,247,3,3,234,25,40.2465875,-111.6489736,1402.666,1421.441,0.214,0.328,0.024,-0.004,-0.012,0.024,97.76682,0.085,180.0,1.09,0.0
1576083077297289251,17,1576083077297061417,,2019,12,11,16,52,31,399555650,1002,247,3,3,234,25,40.2465875,-111.6489734,1402.658,1421.433,0.213,0.328,-0.012,0.005,0.006,0.013,97.76682,0.086,180.0,1.09,0.0
