%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fix,field.lla0,field.lla1,field.lla2,field.position0,field.position1,field.position2,field.horizontal_accuracy,field.vertical_accuracy,field.velocity0,field.velocity1,field.velocity2,field.speed_accuracy
1576083255906505938,8,1576083255906142313,,0,40.2465849,-111.6489708,1402.142,-179889866.0,-453217810.0,409982787.0,0.014,0.01,7.0,0.0,0.0,0.1
1576083255906595730,9,1576083255906163772,,0,40.2465849,-111.6489708,1402.142,-179889866.0,-453217810.0,409982787.0,0.014,0.01,0.0,0.0,0.0,0.1
1576083255991354563,10,1576083255991095063,,0,40.246585,-111.6489708,1402.141,-179889866.0,-453217810.0,409982787.0,0.014,0.01,0.0,0.0,0.0,0.077
1576083255991444105,11,1576083255991113105,,0,40.246585,-111.6489708,1402.141,-179889866.0,-453217810.0,409982787.0,0.014,0.01,1.0,0.0,0.0,0.077
1576083256099398438,12,1576083256099098313,,0,40.246585,-111.6489708,1402.138,-179889866.0,-453217810.0,409982787.0,0.014,0.01,1.0,0.0,0.0,0.082
1576083256099435272,13,1576083256099115272,,0,40.246585,-111.6489708,1402.138,-179889866.0,-453217810.0,409982787.0,0.014,0.01,-1.0,0.0,0.0,0.082
1576083256200379355,14,1576083256200103439,,0,40.2465849,-111.6489708,1402.135,-179889866.0,-453217810.0,409982786.0,0.014,0.01,-1.0,0.0,0.0,0.089
1576083256200482522,15,1576083256200119522,,0,40.2465849,-111.6489708,1402.135,-179889866.0,-453217810.0,409982786.0,0.014,0.01,-1.0,0.0,0.0,0.089
1576083256299307439,16,1576083256299076439,,0,40.246585,-111.6489708,1402.138,-179889866.0,-453217810.0,409982787.0,0.014,0.01,-1.0,0.0,0.0,0.097
1576083256299436230,17,1576083256299092730,,0,40.246585,-111.6489708,1402.138,-179889866.0,-453217810.0,409982787.0,0.014,0.01,-2.0,0.0,0.0,0.097
1576083256391343939,18,1576083256391090689,,0,40.246585,-111.6489708,1402.137,-179889866.0,-453217810.0,409982787.0,0.014,0.01,-2.0,0.0,0.0,0.083
1576083256391475564,19,1576083256391107564,,0,40.246585,-111.6489708,1402.137,-179889866.0,-453217810.0,409982787.0,0.014,0.01,3.0,0.0,0.0,0.083
1576083256493371105,20,1576083256493088105,,0,40.2465849,-111.6489708,1402.14,-179889866.0,-453217810.0,409982786.0,0.014,0.01,3.0,0.0,0.0,0.076
1576083256493469772,21,1576083256493105147,,0,40.2465849,-111.6489708,1402.14,-179889866.0,-453217810.0,409982786.0,0.014,0.01,-2.0,0.0,0.0,0.076
1576083256598491689,22,1576083256598134855,,0,40.246585,-111.6489708,1402.136,-179889866.0,-453217810.0,409982786.0,0.014,0.01,-2.0,0.0,0.0,0.074
1576083256598532355,23,1576083256598151730,,0,40.246585,-111.6489708,1402.136,-179889866.0,-453217810.0,409982786.0,0.014,0.01,0.0,0.0,0.0,0.074
1576083256700403314,24,1576083256700055939,,0,40.2465849,-111.6489708,1402.136,-179889866.0,-453217810.0,409982786.0,0.014,0.01,0.0,0.0,0.0,0.095
1576083256700427855,25,1576083256700079772,,0,40.2465849,-111.6489708,1402.136,-179889866.0,-453217810.0,409982786.0,0.014,0.01,-1.0,0.0,0.0,0.095
1576083256800315147,26,1576083256800071939,,0,40.246585,-111.6489708,1402.137,-179889866.0,-453217810.0,409982787.0,0.014,0.01,-1.0,0.0,0.0,0.097
1576083256800477772,27,1576083256800088564,,0,40.246585,-111.6489708,1402.137,-179889866.0,-453217810.0,409982787.0,0.014,0.01,0.0,0.0,0.0,0.097
1576083256906421480,28,1576083256906110647,,0,40.246585,-111.6489708,1402.138,-179889866.0,-453217810.0,409982787.0,0.014,0.01,0.0,0.0,0.0,0.094
1576083256906464522,29,1576083256906126855,,0,40.246585,-111.6489708,1402.138,-179889866.0,-453217810.0,409982787.0,0.014,0.01,1.0,0.0,0.0,0.094
1576083257002315689,30,1576083257002086314,,0,40.246585,-111.6489708,1402.136,-179889866.0,-453217810.0,409982787.0,0.014,0.01,1.0,0.0,0.0,0.077
1576083257003288272,31,1576083257003045105,,0,40.246585,-111.6489708,1402.136,-179889866.0,-453217810.0,409982787.0,0.014,0.01,3.0,0.0,0.0,0.077
1576083257100397647,32,1576083257100086772,,0,40.2465849,-111.6489707,1402.138,-179889866.0,-453217810.0,409982786.0,0.014,0.01,3.0,0.0,0.0,0.085
1576083257100483355,33,1576083257100103397,,0,40.2465849,-111.6489707,1402.138,-179889866.0,-453217810.0,409982786.0,0.014,0.01,-4.0,0.0,0.0,0.085
1576083257200369605,34,1576083257200080980,,0,40.246585,-111.6489708,1402.141,-179889866.0,-453217810.0,409982787.0,0.014,0.01,-4.0,0.0,0.0,0.08
1576083257200396022,35,1576083257200097105,,0,40.246585,-111.6489708,1402.141,-179889866.0,-453217810.0,409982787.0,0.014,0.01,2.0,0.0,0.0,0.08
1576083257301392189,36,1576083257301083605,,0,40.246585,-111.6489708,1402.138,-179889866.0,-453217810.0,409982787.0,0.014,0.01,2.0,0.0,0.0,0.099
1576083257301497105,37,1576083257301100730,,0,40.246585,-111.6489708,1402.138,-179889866.0,-453217810.0,409982787.0,0.014,0.01,2.0,0.0,0.0,0.099
