%time,field.header.seq,field.header.stamp,field.header.frame_id,field.year,field.month,field.day,field.hour,field.min,field.sec,field.nano,field.tAcc,field.valid,field.fixType,field.flags,field.flags2,field.numSV,field.lla0,field.lla1,field.lla2,field.hMSL,field.hAcc,field.vAcc,field.velNED0,field.velNED1,field.velNED2,field.gSpeed,field.headMot,field.sAcc,field.headAcc,field.pDOP,field.headVeh
1576103969031402055,49,1576103969030230283,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2466,-111.648978,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576103970081824564,50,1576103970080852270,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2466,-111.648978,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576103971042172227,51,1576103971041642427,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2466,-111.648978,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576103972029661583,52,1576103972028744697,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246602,-111.648985,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576103973027693918,53,1576103973026506185,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246604,-111.649002,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576103974030775931,54,1576103974030216455,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246608,-111.649018,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576103975028636370,55,1576103975027721643,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246609,-111.649037,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576103976029860716,56,1576103976028639793,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.24661,-111.649051,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576103977031797824,57,1576103977030564069,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246609,-111.649063,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576103978031351289,58,1576103978030696630,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246609,-111.649078,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
