%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1576104081182940827,20836,1576104081182464599,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469,0.347,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081185510661,20837,1576104081184841871,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462,0.327,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081190043548,20838,1576104081189248800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.344,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081192126198,20839,1576104081191477775,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.481,0.301,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081195875582,20840,1576104081195063352,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.323,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081197888247,20841,1576104081197236537,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465,0.315,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081200065134,20842,1576104081199325799,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445,0.325,9.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081202364556,20843,1576104081201719284,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453,0.318,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081205640643,20844,1576104081204914093,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448,0.315,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081209366236,20845,1576104081208685159,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438,0.32,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081212231246,20846,1576104081211579561,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436,0.335,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081214457209,20847,1576104081213806629,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.308,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081217866985,20848,1576104081217344284,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417,0.313,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081218812864,20849,1576104081218294382,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395,0.356,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081223294479,20850,1576104081222711324,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.339,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081232353124,20851,1576104081231294155,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.351,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081232613276,20852,1576104081231842517,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374,0.363,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081234585394,20853,1576104081233795166,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347,0.378,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081236872032,20854,1576104081236121892,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,-0.002,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.373,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081241430842,20855,1576104081240674972,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.37,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081267065842,20856,1576104081266273498,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.368,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081268591321,20857,1576104081267675399,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.368,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081270249090,20858,1576104081269535064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.373,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081271796457,20859,1576104081271282434,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338,0.373,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081272585722,20860,1576104081271830081,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.354,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081272634093,20861,1576104081272205114,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376,0.363,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081273162617,20862,1576104081272749423,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388,0.354,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081273695562,20863,1576104081273314952,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.402,0.37,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081274858584,20864,1576104081273809671,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.359,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081275384840,20865,1576104081274329185,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.332,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081275593363,20866,1576104081274610757,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412,0.327,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081277784120,20867,1576104081277511596,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.342,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081278264439,20868,1576104081277844667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412,0.325,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081284872624,20869,1576104081284113645,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412,0.327,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081287021766,20870,1576104081286382198,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445,0.327,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081288014332,20871,1576104081287438154,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422,0.373,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081294870528,20872,1576104081294169425,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457,0.347,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081295868444,20873,1576104081295194387,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448,0.347,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081300004991,20874,1576104081299360275,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457,0.332,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081301146721,20875,1576104081300517797,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.37,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081303272523,20876,1576104081302761077,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465,0.342,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081309123176,20877,1576104081308441400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.481,0.361,9.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081311390587,20878,1576104081310665369,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.481,0.349,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081313966807,20879,1576104081313275337,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.356,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081316024568,20880,1576104081315265893,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.002,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479,0.373,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081320414352,20881,1576104081319745063,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.37,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081324069570,20882,1576104081323077440,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.375,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081324109489,20883,1576104081323507547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433,0.378,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081335344807,20884,1576104081333955764,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412,0.373,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081335373217,20885,1576104081334549427,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.392,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081336809722,20886,1576104081336345195,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412,0.361,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081338561667,20887,1576104081337818384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.399,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081340438710,20888,1576104081339692354,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393,0.392,9.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081343602721,20889,1576104081343043565,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.366,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081364963295,20890,1576104081364085435,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412,0.368,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081366236196,20891,1576104081365499019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.378,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081368540530,20892,1576104081367489576,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441,0.356,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081368576481,20893,1576104081367950677,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436,0.38,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081369638327,20894,1576104081369177103,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.385,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081370125677,20895,1576104081369762420,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436,0.368,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081370543084,20896,1576104081370256423,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438,0.356,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081371884379,20897,1576104081370897293,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.39,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081372014795,20898,1576104081371452569,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445,0.375,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576104081373326135,20899,1576104081372848033,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469,0.373,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
