%time,field.header.seq,field.header.stamp,field.header.frame_id,field.year,field.month,field.day,field.hour,field.min,field.sec,field.nano,field.tAcc,field.valid,field.fixType,field.flags,field.flags2,field.numSV,field.lla0,field.lla1,field.lla2,field.hMSL,field.hAcc,field.vAcc,field.velNED0,field.velNED1,field.velNED2,field.gSpeed,field.headMot,field.sAcc,field.headAcc,field.pDOP,field.headVeh
1576103529665387077,4,1576103529665055868,,2019,12,11,22,39,26,99924815,3,55,3,131,234,20,40.2465816,-111.6489743,1404.955,1423.73,0.014,0.01,-0.005,0.001,-0.046,0.005,289.28895,0.098,180.0,1.24,0.0
1576103529772335785,5,1576103529772063493,,2019,12,11,22,39,26,199924766,3,55,3,131,234,20,40.2465816,-111.6489743,1404.959,1423.734,0.014,0.01,-0.002,-0.018,-0.023,0.019,289.28895,0.099,180.0,1.24,0.0
1576103529873286452,6,1576103529873040368,,2019,12,11,22,39,26,299924718,3,55,3,131,234,20,40.2465816,-111.6489743,1404.956,1423.732,0.014,0.01,0.002,0.005,-0.014,0.006,289.28895,0.084,180.0,1.24,0.0
1576103529972219452,7,1576103529972048535,,2019,12,11,22,39,26,399924669,3,55,3,131,234,20,40.2465816,-111.6489743,1404.956,1423.732,0.014,0.01,0.007,-0.004,0.019,0.008,289.28895,0.099,180.0,1.24,0.0
1576103530067239368,8,1576103530067046202,,2019,12,11,22,39,26,499924621,3,55,3,131,234,20,40.2465815,-111.6489743,1404.96,1423.735,0.014,0.01,-0.016,0.012,-0.001,0.02,289.28895,0.098,180.0,1.24,0.0
1576103530173286077,9,1576103530173068368,,2019,12,11,22,39,26,599924573,3,55,3,131,234,20,40.2465816,-111.6489743,1404.955,1423.731,0.014,0.01,0.0,-0.006,-0.045,0.006,289.28895,0.095,180.0,1.24,0.0
1576103530273267952,10,1576103530273060827,,2019,12,11,22,39,26,699924525,3,55,3,131,234,20,40.2465816,-111.6489743,1404.956,1423.731,0.014,0.01,0.007,-0.015,0.017,0.017,289.28895,0.099,180.0,1.24,0.0
1576103530372335452,11,1576103530372071118,,2019,12,11,22,39,26,799924476,3,55,3,131,234,20,40.2465816,-111.6489743,1404.957,1423.733,0.014,0.01,-0.011,0.025,0.002,0.027,289.28895,0.102,180.0,1.24,0.0
1576103530473296493,12,1576103530473037743,,2019,12,11,22,39,26,899924428,3,55,3,131,234,20,40.2465816,-111.6489743,1404.955,1423.731,0.014,0.01,0.011,-0.023,-0.011,0.025,289.28895,0.099,180.0,1.24,0.0
1576103530582299202,13,1576103530582052452,,2019,12,11,22,39,27,-75619,3,55,3,131,234,20,40.2465816,-111.6489743,1404.956,1423.732,0.014,0.01,-0.004,0.011,-0.054,0.012,289.28895,0.092,180.0,1.24,0.0
1576103530673244368,14,1576103530673036743,,2019,12,11,22,39,27,99924331,3,55,3,131,234,20,40.2465816,-111.6489743,1404.96,1423.735,0.014,0.01,0.007,-0.012,-0.007,0.014,289.28895,0.099,180.0,1.24,0.0
1576103530774294035,15,1576103530774036077,,2019,12,11,22,39,27,199924283,3,55,3,131,234,20,40.2465816,-111.6489743,1404.955,1423.731,0.014,0.01,-0.009,0.009,-0.003,0.012,289.28895,0.103,180.0,1.24,0.0
1576103530873264285,16,1576103530873043785,,2019,12,11,22,39,27,299924234,3,55,3,131,234,20,40.2465816,-111.6489743,1404.96,1423.735,0.014,0.01,0.015,-0.008,0.035,0.017,289.28895,0.098,180.0,1.24,0.0
1576103530968386535,17,1576103530968066118,,2019,12,11,22,39,27,399924186,3,55,3,131,234,20,40.2465816,-111.6489743,1404.957,1423.733,0.014,0.01,-0.008,0.022,-0.024,0.024,289.28895,0.099,180.0,1.24,0.0
1576103531073258452,18,1576103531073054118,,2019,12,11,22,39,27,499924139,3,55,3,131,234,20,40.2465816,-111.6489743,1404.954,1423.729,0.014,0.01,0.012,-0.017,0.014,0.021,289.28895,0.102,180.0,1.24,0.0
1576103531173263702,19,1576103531173053660,,2019,12,11,22,39,27,599924091,3,55,3,131,234,20,40.2465816,-111.6489743,1404.955,1423.731,0.014,0.01,0.005,0.014,0.003,0.015,289.28895,0.097,180.0,1.24,0.0
1576103531272261368,20,1576103531272058285,,2019,12,11,22,39,27,699924042,3,55,3,131,234,20,40.2465816,-111.6489743,1404.953,1423.729,0.014,0.01,-0.019,0.001,0.018,0.019,289.28895,0.085,180.0,1.24,0.0
1576103531373495077,21,1576103531373102743,,2019,12,11,22,39,27,799923994,3,55,3,131,234,20,40.2465816,-111.6489743,1404.957,1423.732,0.014,0.01,0.027,0.006,-0.001,0.027,289.28895,0.089,180.0,1.24,0.0
1576103531473542577,22,1576103531473115327,,2019,12,11,22,39,27,899923946,3,55,3,131,234,20,40.2465816,-111.6489743,1404.956,1423.731,0.014,0.01,-0.018,-0.022,-0.038,0.029,289.28895,0.097,180.0,1.24,0.0
1576103531580514410,23,1576103531580106618,,2019,12,11,22,39,28,-76101,3,55,3,131,234,20,40.2465816,-111.6489743,1404.958,1423.733,0.014,0.01,-0.002,-0.002,-0.023,0.003,289.28895,0.097,180.0,1.24,0.0
1576103531673404702,24,1576103531673079118,,2019,12,11,22,39,28,99923849,3,55,3,131,234,20,40.2465816,-111.6489743,1404.952,1423.728,0.014,0.01,-0.002,0.037,0.034,0.037,289.28895,0.099,142.06696,1.24,0.0
