%time,field.header.seq,field.header.stamp,field.header.frame_id,field.refStationId,field.relPosNED0,field.relPosNED1,field.relPosNED2,field.relPosLength,field.relPosHeading,field.relPosHPNED0,field.relPosHPNED1,field.relPosHPNED2,field.relPosHPLength,field.accNED0,field.accNED1,field.accNED2,field.accLength,field.accHeading,field.flags
1576103712673601057,3,1576103712673248140,,0,3.0,-0.97,-0.67,3.23,5.96970322957,0.0051,-0.0042,-0.0078,0.001,0.01,0.01,0.01,0.01,0,279
1576103712766514557,4,1576103712766148848,,0,3.0,-0.96,-0.67,3.22,5.97122585481,0.0055,-0.0092,-0.0005,0.0083,0.01,0.01,0.01,0.01,0,279
1576103712864230182,5,1576103712864048432,,0,3.0,-0.97,-0.67,3.23,5.9707608991,0.0071,-0.0013,-0.0022,0.0008,0.01,0.01,0.01,0.01,0,279
1576103712971642473,6,1576103712971198682,,0,3.0,-0.97,-0.67,3.23,5.97073506822,0.0069,-0.0013,-0.0015,0.0005,0.01,0.01,0.01,0.01,0,279
1576103713071201807,7,1576103713071033015,,0,3.0,-0.97,-0.67,3.22,5.97037902106,0.0042,-0.0016,-0.0041,0.0086,0.01,0.01,0.01,0.01,0,279
1576103713172297223,8,1576103713172087473,,0,3.0,-0.97,-0.67,3.23,5.97009069266,0.008,-0.0038,-0.0063,0.0032,0.01,0.01,0.01,0.01,0,279
1576103713271482348,9,1576103713271186182,,0,3.0,-0.97,-0.67,3.23,5.97050189224,0.0077,-0.0024,-0.0069,0.0026,0.01,0.01,0.01,0.01,0,279
1576103713370473515,10,1576103713370185432,,0,3.0,-0.97,-0.67,3.23,5.97061359331,0.0062,-0.0015,-0.0026,0.0001,0.01,0.01,0.01,0.01,0,279
1576103713463534098,11,1576103713463187015,,0,3.0,-0.97,-0.67,3.23,5.9706156877,0.0083,-0.0022,-0.007,0.0032,0.01,0.01,0.01,0.01,0,279
1576103713579240390,12,1576103713579045765,,0,3.0,-0.97,-0.67,3.22,5.97025824427,0.005,-0.0023,-0.0036,0.0095,0.01,0.01,0.01,0.01,0,279
1576103713668328515,13,1576103713668089307,,0,3.0,-0.97,-0.67,3.23,5.9704439473,0.0074,-0.0024,-0.0077,0.0025,0.01,0.01,0.01,0.01,0,279
1576103713773245182,14,1576103713773054432,,0,3.0,-0.97,-0.67,3.23,5.97005997487,0.0076,-0.0038,-0.0089,0.0034,0.01,0.01,0.01,0.01,0,279
1576103713871211348,15,1576103713871035057,,0,3.0,-0.97,-0.66,3.22,5.97104015178,0.0065,-0.0002,-0.0077,0.0089,0.01,0.01,0.01,0.01,0,279
1576103713970501140,16,1576103713970167224,,0,3.0,-0.97,-0.67,3.23,5.97073995515,0.0083,-0.0018,-0.005,0.0026,0.01,0.01,0.01,0.01,0,279
1576103714070480682,17,1576103714070128724,,0,3.0,-0.97,-0.67,3.23,5.97046838191,0.0084,-0.0027,-0.0068,0.0034,0.01,0.01,0.01,0.01,0,279
1576103714170535474,18,1576103714170156640,,0,3.0,-0.97,-0.67,3.23,5.97020029934,0.0082,-0.0035,-0.0051,0.0031,0.01,0.01,0.01,0.01,0,279
1576103714270222599,19,1576103714270046890,,0,3.0,-0.96,-0.67,3.22,5.9714590308,0.0055,-0.0085,-0.0013,0.0082,0.01,0.01,0.01,0.01,0,279
1576103714371578182,20,1576103714371137807,,0,3.0,-0.97,-0.67,3.23,5.9709326395,0.0071,-0.0007,-0.0006,0.0002,0.01,0.01,0.01,0.01,0,279
1576103714470528015,21,1576103714470184682,,0,3.0,-0.97,-0.67,3.23,5.97017795913,0.0086,-0.0037,-0.0055,0.0036,0.01,0.01,0.01,0.01,0,279
1576103714573582557,22,1576103714573172015,,0,3.0,-0.97,-0.67,3.22,5.97066316066,0.006,-0.0013,-0.0022,0.0097,0.01,0.01,0.01,0.01,0,279
1576103714674578890,23,1576103714674211015,,0,3.0,-0.97,-0.67,3.23,5.97107436023,0.0078,-0.0005,-0.002,0.0011,0.01,0.01,0.01,0.01,0,279
1576103714772520432,24,1576103714772178015,,0,3.0,-0.97,-0.67,3.22,5.97069597285,0.0065,-0.0013,-0.0004,0.0099,0.01,0.01,0.01,0.01,0,279
1576103714871228265,25,1576103714871033765,,0,3.0,-0.97,-0.67,3.22,5.97054028948,0.0046,-0.0012,-0.0006,0.0082,0.01,0.01,0.01,0.01,0,279
1576103714971563765,26,1576103714971141682,,0,3.0,-0.97,-0.68,3.23,5.9704041538,0.0063,-0.0022,-0.0003,0.002,0.01,0.01,0.01,0.01,0,279
1576103715071217599,27,1576103715071039099,,0,3.0,-0.97,-0.67,3.22,5.97083420293,0.0058,-0.0006,-0.0023,0.0094,0.01,0.01,0.01,0.01,0,279
1576103715170209765,28,1576103715170029640,,0,3.0,-0.96,-0.67,3.22,5.97116372109,0.0042,-0.009,-0.0044,0.0079,0.01,0.01,0.01,0.01,0,279
1576103715270503849,29,1576103715270130599,,0,3.0,-0.97,-0.68,3.23,5.96952939478,0.0059,-0.005,-0.0007,0.0025,0.01,0.01,0.01,0.01,0,279
1576103715370499182,30,1576103715370136349,,0,3.0,-0.97,-0.66,3.22,5.97103107607,0.0065,-0.0002,-0.0069,0.0088,0.01,0.01,0.01,0.01,0,279
1576103715465521515,31,1576103715465144015,,0,3.0,-0.96,-0.66,3.22,5.9711462678,0.0048,-0.0093,-0.0095,0.0075,0.01,0.01,0.01,0.01,0,279
1576103715577588057,32,1576103715577197515,,0,3.0,-0.97,-0.67,3.23,5.97046000433,0.0072,-0.0023,-0.0026,0.0013,0.01,0.01,0.01,0.01,0,279
1576103715674505182,33,1576103715674174307,,0,3.0,-0.96,-0.66,3.22,5.97106877518,0.0052,-0.0097,-0.0082,0.0077,0.01,0.01,0.01,0.01,0,279
1576103715771512849,34,1576103715771153224,,0,3.0,-0.96,-0.66,3.22,5.97244549089,0.0068,-0.0056,-0.0051,0.0074,0.01,0.01,0.01,0.01,0,279
1576103715871517182,35,1576103715871136099,,0,3.0,-0.96,-0.66,3.23,5.97123143986,0.0076,-0.0099,-0.009,0.0002,0.01,0.01,0.01,0.01,0,279
1576103715971537974,36,1576103715971168849,,0,3.0,-0.96,-0.66,3.22,5.97179622841,0.005,-0.0072,-0.0047,0.006,0.01,0.01,0.01,0.01,0,279
1576103716070466307,37,1576103716070147432,,0,3.0,-0.97,-0.66,3.22,5.97055006332,0.0037,-0.0009,-0.0092,0.0069,0.01,0.01,0.01,0.01,0,279
1576103716171560932,38,1576103716171193140,,0,3.0,-0.96,-0.67,3.22,5.97191560893,0.0055,-0.007,-0.0038,0.0084,0.01,0.01,0.01,0.01,0,279
1576103716271205432,39,1576103716271030057,,0,3.0,-0.96,-0.66,3.22,5.97275127258,0.0045,-0.0039,-0.0096,0.0056,0.01,0.01,0.01,0.01,0,279
1576103716366197932,40,1576103716366030765,,0,3.0,-0.95,-0.66,3.22,5.97561989573,0.004,-0.0042,-0.007,0.0017,0.01,0.01,0.01,0.01,0,279
1576103716471488099,41,1576103716471179557,,0,3.0,-0.93,-0.66,3.21,5.98147093752,0.0031,-0.0046,-0.0063,0.0049,0.01,0.01,0.01,0.01,0,279
1576103716579544807,42,1576103716579224265,,0,3.0,-0.9,-0.66,3.2,5.99157569576,0.0039,-0.0017,-0.0035,0.0057,0.01,0.01,0.01,0.01,0,279
