%time,field.header.seq,field.header.stamp,field.header.frame_id,field.year,field.month,field.day,field.hour,field.min,field.sec,field.nano,field.tAcc,field.valid,field.fixType,field.flags,field.flags2,field.numSV,field.lla0,field.lla1,field.lla2,field.hMSL,field.hAcc,field.vAcc,field.velNED0,field.velNED1,field.velNED2,field.gSpeed,field.headMot,field.sAcc,field.headAcc,field.pDOP,field.headVeh
1576083175072286989,42,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246434,-111.649084,1379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083176035804462,43,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246426,-111.6491,1384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083177037390625,44,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246419,-111.649139,1386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083178034593035,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246404,-111.649168,1389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083179032080819,46,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246395,-111.649171,1391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083180028365786,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.24639,-111.649169,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083181042660774,48,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246388,-111.649156,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083182038612854,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246386,-111.649145,1391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083183038637242,50,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246388,-111.649137,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083184030960808,51,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246397,-111.649126,1393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083185107840575,52,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246414,-111.649113,1393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083186097040198,53,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246436,-111.649103,1393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083187057280754,54,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246458,-111.649094,1393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083188037563486,55,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246478,-111.649086,1393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083189032084317,56,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246498,-111.649076,1393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083190040987771,57,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246514,-111.649064,1395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083191034290737,58,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246527,-111.649049,1394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083192039080085,59,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246539,-111.649036,1395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083193034809875,60,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246554,-111.649022,1395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083194034215377,61,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246568,-111.649007,1396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083195034203918,62,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.24658,-111.648993,1396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083196034705295,63,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246591,-111.648978,1396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083197039057339,64,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246601,-111.648965,1396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083198040194189,65,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246611,-111.648957,1396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083199033714287,66,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246622,-111.64896,1396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083200037647012,67,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246629,-111.648972,1396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083201036999762,68,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246629,-111.648982,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083202037990907,69,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246624,-111.648984,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083203039704451,70,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246621,-111.648986,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576083204033241095,71,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40.246621,-111.648988,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
