%time,field.header.seq,field.header.stamp,field.header.frame_id,field.refStationId,field.relPosNED0,field.relPosNED1,field.relPosNED2,field.relPosLength,field.relPosHeading,field.relPosHPNED0,field.relPosHPNED1,field.relPosHPNED2,field.relPosHPLength,field.accNED0,field.accNED1,field.accNED2,field.accLength,field.accHeading,field.flags
1576103643171670923,3,1576103643171248215,,0,3.01,-0.94,-0.61,3.21,5.97845291418,0.0004,-0.0069,-0.0029,0.0048,0.01,0.01,0.0156,0.0103,0,279
1576103643272293548,4,1576103643272062298,,0,3.01,-0.94,-0.62,3.21,5.97874333696,0.0032,-0.0068,-0.0014,0.009,0.01,0.01,0.0157,0.0103,0,279
1576103643371551840,5,1576103643371168840,,0,3.01,-0.95,-0.61,3.21,5.9774601709,0.0008,-0.0003,-0.007,0.0069,0.01,0.01,0.0159,0.0103,0,279
1576103643466512548,6,1576103643466152340,,0,3.01,-0.94,-0.61,3.21,5.97813247173,0.0012,-0.0082,-0.0097,0.0072,0.01,0.01,0.0166,0.0103,0,279
1576103643578486423,7,1576103643578168548,,0,3.0,-0.94,-0.61,3.21,5.97777433016,0.0085,-0.0085,-0.008,0.0045,0.01,0.01,0.016,0.0103,0,279
1576103643674522173,8,1576103643674140132,,0,3.01,-0.94,-0.62,3.21,5.97869446774,0.0032,-0.0069,-0.0022,0.0092,0.01,0.01,0.0157,0.0103,0,279
1576103643773214590,9,1576103643773036590,,0,3.01,-0.94,-0.62,3.21,5.97773663105,0.0009,-0.0094,-0.0017,0.0076,0.01,0.01,0.0152,0.0102,0,279
1576103643873206340,10,1576103643873031298,,0,3.01,-0.94,-0.61,3.21,5.97869656214,0.0,-0.0059,-0.0092,0.0054,0.01,0.01,0.0152,0.0102,0,279
1576103643971557382,11,1576103643971170340,,0,3.0,-0.94,-0.61,3.21,5.97765145898,0.0098,-0.0093,-0.0096,0.0062,0.01,0.01,0.0153,0.0102,0,279
1576103644071222882,12,1576103644071040674,,0,3.01,-0.94,-0.61,3.21,5.97788044618,0.0023,-0.0093,-0.0096,0.0085,0.01,0.01,0.0149,0.0102,0,279
1576103644171478840,13,1576103644171162007,,0,3.01,-0.95,-0.62,3.22,5.97723956128,0.003,-0.0017,-0.0041,0.0008,0.01,0.01,0.015,0.0102,0,279
1576103644271509507,14,1576103644271132049,,0,3.0,-0.94,-0.62,3.21,5.97857648349,0.0097,-0.0062,-0.0063,0.0066,0.01,0.01,0.0145,0.0102,0,279
1576103644366480882,15,1576103644366172840,,0,3.01,-0.95,-0.62,3.21,5.9770594433,0.0001,-0.0014,-0.0008,0.0073,0.01,0.01,0.0148,0.0102,0,279
1576103644471224757,16,1576103644471046715,,0,3.0,-0.95,-0.61,3.21,5.97664475307,0.0099,-0.0027,-0.0035,0.0061,0.01,0.01,0.0154,0.0102,0,279
1576103644578610965,17,1576103644578151382,,0,3.0,-0.94,-0.61,3.21,5.97744132134,0.0094,-0.0099,-0.0034,0.0048,0.01,0.01,0.0152,0.0102,0,279
1576103644672414507,18,1576103644672095882,,0,3.0,-0.94,-0.63,3.21,5.97696310113,0.004,-0.0098,-0.0069,0.0043,0.01,0.01,0.0131,0.0101,0,279
1576103644771555007,19,1576103644771203340,,0,3.0,-0.94,-0.64,3.21,5.97767868612,0.0045,-0.0076,-0.0012,0.005,0.01,0.01,0.0115,0.0101,0,279
1576103644864264757,20,1576103644864066382,,0,3.0,-0.94,-0.64,3.21,5.97816109513,0.0025,-0.0053,-0.0004,0.0023,0.01,0.01,0.0107,0.01,0,279
1576103644970574132,21,1576103644970211757,,0,3.0,-0.94,-0.64,3.21,5.97769683754,0.0036,-0.0072,-0.004,0.0046,0.01,0.01,0.01,0.01,0,279
1576103645070663049,22,1576103645070240924,,0,3.0,-0.95,-0.64,3.21,5.97626985635,0.0035,-0.0019,-0.0049,0.006,0.01,0.01,0.01,0.01,0,279
1576103645170565715,23,1576103645170146465,,0,3.0,-0.95,-0.63,3.21,5.97679275699,0.0057,-0.0009,-0.0097,0.0067,0.01,0.01,0.01,0.01,0,279
