%time,field.header.seq,field.header.stamp,field.header.frame_id,field.year,field.month,field.day,field.hour,field.min,field.sec,field.nano,field.tAcc,field.valid,field.fixType,field.flags,field.flags2,field.numSV,field.lla0,field.lla1,field.lla2,field.hMSL,field.hAcc,field.vAcc,field.velNED0,field.velNED1,field.velNED2,field.gSpeed,field.headMot,field.sAcc,field.headAcc,field.pDOP,field.headVeh
1576083168396381595,3,1576083168396078053,,2019,12,11,16,54,2,499519032,4,55,3,131,234,26,40.2465843,-111.6489706,1402.159,1420.934,0.014,0.01,-0.008,0.01,-0.042,0.013,337.93478,0.096,180.0,1.06,0.0
1576083168497361053,4,1576083168497061011,,2019,12,11,16,54,2,599518989,4,55,3,131,234,26,40.2465843,-111.6489706,1402.154,1420.93,0.014,0.01,0.016,0.028,-0.042,0.032,337.93478,0.085,144.05798,1.06,0.0
1576083168596293970,5,1576083168596071053,,2019,12,11,16,54,2,699518946,4,55,3,131,234,26,40.2465843,-111.6489707,1402.154,1420.929,0.014,0.01,-0.002,-0.032,0.056,0.032,337.93478,0.092,142.49068,1.06,0.0
1576083168696292428,6,1576083168696056428,,2019,12,11,16,54,2,799518903,4,55,3,131,234,26,40.2465843,-111.6489707,1402.154,1420.929,0.014,0.01,0.005,0.006,0.053,0.008,337.93478,0.096,180.0,1.06,0.0
1576083168796234553,7,1576083168796049511,,2019,12,11,16,54,2,899518860,4,55,3,131,234,26,40.2465843,-111.6489707,1402.16,1420.935,0.014,0.01,0.024,-0.008,-0.016,0.025,337.93478,0.073,163.41236,1.06,0.0
1576083168905327261,8,1576083168905069470,,2019,12,11,16,54,3,-481183,4,55,3,131,234,26,40.2465843,-111.6489707,1402.156,1420.932,0.014,0.01,-0.023,0.015,-0.028,0.027,337.93478,0.098,152.38758,1.06,0.0
1576083168996339428,9,1576083168996091178,,2019,12,11,16,54,3,99518774,4,55,3,131,234,26,40.2465843,-111.6489707,1402.159,1420.934,0.014,0.01,0.033,-0.005,0.008,0.034,337.93478,0.085,123.0748,1.06,0.0
1576083169094407095,10,1576083169094082053,,2019,12,11,16,54,3,199518730,4,55,3,131,234,26,40.2465843,-111.6489707,1402.163,1420.939,0.014,0.01,-0.002,0.004,0.008,0.004,337.93478,0.073,180.0,1.06,0.0
1576083169191350345,11,1576083169191063636,,2019,12,11,16,54,3,299518687,4,55,3,131,234,26,40.2465843,-111.6489707,1402.16,1420.935,0.014,0.01,-0.013,0.008,-0.003,0.015,337.93478,0.083,180.0,1.06,0.0
1576083169295298970,12,1576083169295068803,,2019,12,11,16,54,3,399518644,4,55,3,131,234,26,40.2465843,-111.6489707,1402.163,1420.938,0.014,0.01,-0.008,-0.004,0.006,0.009,337.93478,0.072,180.0,1.06,0.0
